method,pattern,size,twotc,seed,completion,tardy
weighted_rl,Uniform,200,20%,0,96.7502866341239,3.7837720992584702
weighted_rl,Uniform,200,20%,1,95.92290261598299,4.407756413883271
weighted_rl,Uniform,200,20%,2,96.33716789135312,3.8790509095500267
weighted_rl,Uniform,200,20%,3,96.18259197845438,3.8823720282818663
weighted_rl,Uniform,200,20%,4,96.56839565009776,4.699724576550622
weighted_rl,Uniform,200,20%,5,95.87491481125714,3.910258538336981
weighted_rl,Uniform,200,20%,6,96.53726961161202,2.8714633353159034
weighted_rl,Uniform,200,20%,7,96.40073697945215,6.491593996841537
weighted_rl,Uniform,200,20%,8,95.74548395683725,4.301421846580663
weighted_rl,Uniform,200,20%,9,96.1613498016737,5.2224495653253395
weighted_rl,Uniform,200,30%,0,96.16633899187728,4.984367182830655
weighted_rl,Uniform,200,30%,1,97.0067266407932,4.792814808543464
weighted_rl,Uniform,200,30%,2,96.35429375363294,4.99786648309019
weighted_rl,Uniform,200,30%,3,96.70975092329189,4.312303623236193
weighted_rl,Uniform,200,30%,4,96.60079229583148,4.882531300048697
weighted_rl,Uniform,200,30%,5,96.32537976196772,3.3926211980688032
weighted_rl,Uniform,200,30%,6,96.99169921713057,3.3687756673778284
weighted_rl,Uniform,200,30%,7,96.13011379442861,4.683856325994961
weighted_rl,Uniform,200,30%,8,95.60908326790307,4.874238768101784
weighted_rl,Uniform,200,30%,9,96.419987546999,3.712775465726107
weighted_rl,Uniform,300,10%,0,96.29050173191767,4.611985189620497
weighted_rl,Uniform,300,10%,1,95.92294387482953,2.893660586220237
weighted_rl,Uniform,300,10%,2,95.62842277052586,3.1864013678671306
weighted_rl,Uniform,300,10%,3,97.22864004378049,4.873483330861922
weighted_rl,Uniform,300,10%,4,95.76545139873697,3.491380753933396
weighted_rl,Uniform,300,10%,5,96.34163626207548,3.79596593902523
weighted_rl,Uniform,300,10%,6,95.79412856185105,5.045436716382568
weighted_rl,Uniform,300,10%,7,95.9199356441413,3.946316740672083
weighted_rl,Uniform,300,10%,8,96.11363397531201,3.688482718427805
weighted_rl,Uniform,300,10%,9,96.03996003238336,3.2752624916605715
weighted_rl,Uniform,300,20%,0,95.7184189421321,4.583600417865765
weighted_rl,Uniform,300,20%,1,96.57011860246773,3.6175407139095355
weighted_rl,Uniform,300,20%,2,96.5264735242535,4.1582655636786345
weighted_rl,Uniform,300,20%,3,96.67654343145487,3.3374283517502086
weighted_rl,Uniform,300,20%,4,96.13821218789846,4.5345894232664525
weighted_rl,Uniform,300,20%,5,96.27684165951511,3.9122745158074177
weighted_rl,Uniform,300,20%,6,95.83205698178668,4.747943968491609
weighted_rl,Uniform,300,20%,7,95.95850875486474,3.9635597539680707
weighted_rl,Uniform,300,20%,8,96.25724627265967,4.225359676487577
weighted_rl,Uniform,300,20%,9,95.86255602063285,4.492738700030094
weighted_rl,Uniform,300,30%,0,96.10056605032439,5.557988056736622
weighted_rl,Uniform,300,30%,1,95.98088153809766,5.5437062645686375
weighted_rl,Uniform,300,30%,2,95.62460610826136,2.656411588100206
weighted_rl,Uniform,300,30%,3,96.1202863001857,4.329485876630491
weighted_rl,Uniform,300,30%,4,95.45457105404562,3.6992562335881383
weighted_rl,Uniform,300,30%,5,95.75093733318262,4.629517778909101
weighted_rl,Uniform,300,30%,6,96.28414656196423,3.9132894135951246
weighted_rl,Uniform,300,30%,7,96.00280586293238,4.575069212944397
weighted_rl,Uniform,300,30%,8,95.76034533717262,3.804652099862495
weighted_rl,Uniform,300,30%,9,96.38962366020341,4.129928539520682
weighted_rl,Uniform,400,10%,0,95.82212173925787,3.6581749478274848
weighted_rl,Uniform,400,10%,1,96.21531259992081,3.8320857370749057
weighted_rl,Uniform,400,10%,2,95.87975044083437,3.5320240449399294
weighted_rl,Uniform,400,10%,3,95.89165183097316,4.61887120405439
weighted_rl,Uniform,400,10%,4,96.71736276669142,3.6380713814267387
weighted_rl,Uniform,400,10%,5,96.90664152811645,3.268273516461031
weighted_rl,Uniform,400,10%,6,96.35185374791017,4.217636589943915
weighted_rl,Uniform,400,10%,7,96.29469069479964,4.885038503040146
weighted_rl,Uniform,400,10%,8,95.47504360878199,5.131131807890055
weighted_rl,Uniform,400,10%,9,96.09425550698263,3.57830855582762
weighted_rl,Uniform,400,20%,0,94.8177030180891,3.4379220539970845
weighted_rl,Uniform,400,20%,1,96.99689174915879,3.432214256788456
weighted_rl,Uniform,400,20%,2,96.28170471249977,5.002483307852872
weighted_rl,Uniform,400,20%,3,96.28470595017446,4.311256507120906
weighted_rl,Uniform,400,20%,4,96.96405200424545,5.6015836990049985
weighted_rl,Uniform,400,20%,5,96.98308197376198,4.814251159834187
weighted_rl,Uniform,400,20%,6,96.45709314084172,4.797853652267243
weighted_rl,Uniform,400,20%,7,97.04769475584314,4.060626236840197
weighted_rl,Uniform,400,20%,8,96.21747818989157,3.173104233427675
weighted_rl,Uniform,400,20%,9,95.91086860698408,4.433002182255111
weighted_rl,Uniform,400,30%,0,96.79010013407772,4.721554912076674
weighted_rl,Uniform,400,30%,1,96.55360095539214,5.19803854398476
weighted_rl,Uniform,400,30%,2,96.59369369388823,4.380535745523183
weighted_rl,Uniform,400,30%,3,96.62301069956041,4.070493637758905
weighted_rl,Uniform,400,30%,4,95.54728740507629,3.141447360284264
weighted_rl,Uniform,400,30%,5,96.2071353133587,4.135988100795012
weighted_rl,Uniform,400,30%,6,96.20257685608395,4.574978414208646
weighted_rl,Uniform,400,30%,7,96.18960873333229,4.628324842777218
weighted_rl,Uniform,400,30%,8,96.20427779125872,3.7192170972730665
weighted_rl,Uniform,400,30%,9,97.38898057362653,5.44427150896627
single_agent,Uniform,200,10%,0,94.807113319868,6.2166985113896835
single_agent,Uniform,200,10%,1,94.94411842450202,4.752578976058703
single_agent,Uniform,200,10%,2,95.03818072340874,6.271318456499603
single_agent,Uniform,200,10%,3,94.74878282045614,5.548672644290162
single_agent,Uniform,200,10%,4,95.60383815572663,5.534246350108591
single_agent,Uniform,200,10%,5,95.23595097190638,6.653102336664647
single_agent,Uniform,200,10%,6,95.46525391428966,4.915218354214071
single_agent,Uniform,200,10%,7,95.59364200963634,6.152371246005481
single_agent,Uniform,200,10%,8,95.32009458237344,4.895977126940986
single_agent,Uniform,200,10%,9,95.71256984316896,6.008698630852567
single_agent,Uniform,200,20%,0,94.93097837975131,5.497448720849873
single_agent,Uniform,200,20%,1,95.0936656800811,5.717946325074749
single_agent,Uniform,200,20%,2,95.14870652558434,5.668390414252661
single_agent,Uniform,200,20%,3,94.72386507479797,5.472736161582703
single_agent,Uniform,200,20%,4,94.77585853236297,5.8570609073494335
single_agent,Uniform,200,20%,5,95.46653724753216,5.429207515963942
single_agent,Uniform,200,20%,6,95.16534657269507,6.453421597636362
single_agent,Uniform,200,20%,7,95.0201321828579,5.644744767760969
single_agent,Uniform,200,20%,8,95.10259346426092,5.983678418305494
single_agent,Uniform,200,20%,9,94.76887167876731,5.688014986544595
single_agent,Uniform,200,30%,0,95.16542672429226,5.990901060926444
single_agent,Uniform,200,30%,1,94.53098399868828,6.960185039103913
single_agent,Uniform,200,30%,2,95.00660068216344,5.802990557869276
single_agent,Uniform,200,30%,3,94.71745313852328,5.807365152573881
single_agent,Uniform,200,30%,4,94.66314349003568,6.460023066536042
single_agent,Uniform,200,30%,5,94.61702061005198,6.472674308927895
single_agent,Uniform,200,30%,6,94.59306488574954,6.198546892057848
single_agent,Uniform,200,30%,7,94.71432789839619,4.681942859183432
single_agent,Uniform,200,30%,8,95.68760214641665,5.9901571436070755
single_agent,Uniform,200,30%,9,95.07178146654407,5.781864817355898
single_agent,Uniform,300,10%,0,95.27575685637207,6.426336978261829
single_agent,Uniform,300,10%,1,94.92881238699566,6.086536165516393
single_agent,Uniform,300,10%,2,95.22009840184538,5.633659088917227
single_agent,Uniform,300,10%,3,94.85876563058378,5.7962251623263406
single_agent,Uniform,300,10%,4,94.67268085927246,5.560798845728045
single_agent,Uniform,300,10%,5,94.99480518154455,4.738387750323867
single_agent,Uniform,300,10%,6,94.73719844866248,6.305515483868316
single_agent,Uniform,300,10%,7,95.09469832074345,6.063864731146375
single_agent,Uniform,300,10%,8,94.4945959533378,5.480067145882962
single_agent,Uniform,300,10%,9,95.04733597594677,5.080899447392364
single_agent,Uniform,300,20%,0,94.76130451855569,6.765386673617028
single_agent,Uniform,300,20%,1,95.19392973764236,6.427362500898189
single_agent,Uniform,300,20%,2,95.15293832967097,5.779855695847418
single_agent,Uniform,300,20%,3,95.15368691500683,5.2206553641092075
single_agent,Uniform,300,20%,4,95.06362316716677,6.309377148854411
single_agent,Uniform,300,20%,5,95.10586028116815,5.681140341754081
single_agent,Uniform,300,20%,6,94.92246666370174,5.687263306049443
single_agent,Uniform,300,20%,7,94.93661590166262,6.091813420828481
single_agent,Uniform,300,20%,8,95.42084433233255,5.87480634668554
single_agent,Uniform,300,20%,9,95.32904242134329,6.046992692816108
single_agent,Uniform,300,30%,0,95.13488897216163,5.727394375108769
single_agent,Uniform,300,30%,1,94.8528092118204,5.408154953099436
single_agent,Uniform,300,30%,2,95.00676796162952,6.0360748122651176
single_agent,Uniform,300,30%,3,95.38137455577952,5.682168769777105
single_agent,Uniform,300,30%,4,95.12684064548279,6.188125255834228
single_agent,Uniform,300,30%,5,94.94853510471025,5.352960275053549
single_agent,Uniform,300,30%,6,95.44891441539022,5.575362933573975
single_agent,Uniform,300,30%,7,95.2248003099309,6.291102835049056
single_agent,Uniform,300,30%,8,94.95889116825295,5.705109144778299
single_agent,Uniform,300,30%,9,95.11963102232941,5.904921085622314
single_agent,Uniform,400,10%,0,94.98826697247168,5.487346835308143
single_agent,Uniform,400,10%,1,95.07038734239445,5.568425042428392
single_agent,Uniform,400,10%,2,95.13006867245025,5.999853285653931
single_agent,Uniform,400,10%,3,94.85240866917175,5.433995161023169
single_agent,Uniform,400,10%,4,95.12734878451593,5.568465080450273
single_agent,Uniform,400,10%,5,95.18991912847142,5.2859525751739245
single_agent,Uniform,400,10%,6,95.00937195763083,6.580253137546904
single_agent,Uniform,400,10%,7,95.08671663092443,6.127923457433724
single_agent,Uniform,400,10%,8,95.11281142344436,5.992518605941563
single_agent,Uniform,400,10%,9,94.82621015243957,5.678130350000786
single_agent,Uniform,400,20%,0,94.84815145062666,6.331157181455259
single_agent,Uniform,400,20%,1,95.45018585997042,6.005590910427319
single_agent,Uniform,400,20%,2,95.30781773830871,6.003947020578144
single_agent,Uniform,400,20%,3,94.82309449993407,5.067680300939054
single_agent,Uniform,400,20%,4,94.99994776941223,6.3585085509451265
single_agent,Uniform,400,20%,5,94.77894100733896,6.023196862210761
single_agent,Uniform,400,20%,6,94.95583554753469,6.173058322667542
single_agent,Uniform,400,20%,7,95.48746896885353,5.510826447801079
single_agent,Uniform,400,20%,8,94.82742420926982,5.678835235575415
single_agent,Uniform,400,20%,9,95.4826981757337,5.907849188431332
single_agent,Uniform,400,30%,0,94.97974738207249,5.511026525942578
single_agent,Uniform,400,30%,1,95.15395789372967,6.66250634702502
single_agent,Uniform,400,30%,2,94.85308217939485,5.869903878474874
single_agent,Uniform,400,30%,3,94.75646144252364,5.846726787808479
single_agent,Uniform,400,30%,4,94.56199269655562,6.2885535815452
single_agent,Uniform,400,30%,5,95.26680894722173,5.190914068645015
single_agent,Uniform,400,30%,6,94.70653312851016,6.285976263447692
single_agent,Uniform,400,30%,7,95.07680704164989,5.648468174912314
single_agent,Uniform,400,30%,8,94.66959652199203,5.512313050101625
single_agent,Uniform,400,30%,9,94.86716779427717,5.0186322987916165
slack,Uniform,200,10%,0,89.18318096390891,7.593573552948675
slack,Uniform,200,10%,1,89.5031059176132,7.772195886516645
slack,Uniform,200,10%,2,89.3993369812901,7.959935386739744
slack,Uniform,200,10%,3,89.66086223809499,8.217158685782069
slack,Uniform,200,10%,4,89.43946755861802,7.347066375178201
slack,Uniform,200,10%,5,89.48240745880405,7.573274649679094
slack,Uniform,200,10%,6,89.65654169687049,7.489288666673786
slack,Uniform,200,10%,7,89.3883286265267,7.746865117406544
slack,Uniform,200,10%,8,89.74976956864388,7.755854876172197
slack,Uniform,200,10%,9,89.69595548528909,7.93245274771381
slack,Uniform,200,20%,0,89.77712086501626,7.737583951894246
slack,Uniform,200,20%,1,89.61491637583897,8.294568787514068
slack,Uniform,200,20%,2,89.40082533866364,7.376065582661398
slack,Uniform,200,20%,3,89.62643258291283,7.722693541713493
slack,Uniform,200,20%,4,89.78934371982248,7.686900152623128
slack,Uniform,200,20%,5,89.38800314139806,7.874883582671172
slack,Uniform,200,20%,6,89.22267259738715,7.645835588759865
slack,Uniform,200,20%,7,89.4788491315367,7.833853248110093
slack,Uniform,200,20%,8,89.2682601388342,7.900231785077162
slack,Uniform,200,20%,9,89.37889746369096,7.85211614068623
slack,Uniform,200,30%,0,89.14529530555988,7.9825639508719215
slack,Uniform,200,30%,1,89.555027625688,7.7847329434283346
slack,Uniform,200,30%,2,89.37879325345368,7.6294240363017
slack,Uniform,200,30%,3,89.28169504178827,8.296127488782304
slack,Uniform,200,30%,4,89.51801590588929,7.9406928716718514
slack,Uniform,200,30%,5,89.49054998446007,7.648023216892246
slack,Uniform,200,30%,6,89.4327430402908,7.998126507066801
slack,Uniform,200,30%,7,89.2943584217257,8.506609387541308
slack,Uniform,200,30%,8,89.62898146845917,7.710499008721848
slack,Uniform,200,30%,9,89.83840788715676,7.959897827355086
slack,Uniform,300,10%,0,89.27748848516697,7.8375515465007
slack,Uniform,300,10%,1,89.27773646831672,7.744509091747504
slack,Uniform,300,10%,2,89.63002895828579,8.018819690370592
slack,Uniform,300,10%,3,89.29033243090126,7.325185639461908
slack,Uniform,300,10%,4,89.45688335505167,7.883580553206055
slack,Uniform,300,10%,5,89.24604122184228,7.6761783420108225
slack,Uniform,300,10%,6,89.49049751587174,8.235501615624337
slack,Uniform,300,10%,7,89.61716717422236,7.6808307953792045
slack,Uniform,300,10%,8,89.79468672641697,8.048064683329486
slack,Uniform,300,10%,9,89.55447226540015,7.939938306409716
slack,Uniform,300,20%,0,89.58447549734318,7.797446726781016
slack,Uniform,300,20%,1,89.74737598786758,7.837540445769733
slack,Uniform,300,20%,2,89.64805183022756,8.01799040707534
slack,Uniform,300,20%,3,89.5935501125971,7.942031772675293
slack,Uniform,300,20%,4,89.78559393613932,7.375237163003978
slack,Uniform,300,20%,5,89.23923367629062,7.820172607415649
slack,Uniform,300,20%,6,89.41972078380779,7.753597410873648
slack,Uniform,300,20%,7,89.27088162742476,7.982451992551427
slack,Uniform,300,20%,8,89.6510870496862,7.325957273670049
slack,Uniform,300,20%,9,89.75175201890825,8.062252660018812
slack,Uniform,300,30%,0,89.50229274599987,7.996514577670909
slack,Uniform,300,30%,1,89.65849834179122,7.274705158612853
slack,Uniform,300,30%,2,89.6603273219489,7.627425986369045
slack,Uniform,300,30%,3,89.4205870220068,7.779751395298924
slack,Uniform,300,30%,4,89.13789535897956,7.943040003011175
slack,Uniform,300,30%,5,89.10339401182354,8.11316925960457
slack,Uniform,300,30%,6,89.69677890172672,7.715883926902226
slack,Uniform,300,30%,7,89.3602823132657,8.486662868884274
slack,Uniform,300,30%,8,89.71492626951458,7.956439998947956
slack,Uniform,300,30%,9,89.1948294433935,7.927827108531007
slack,Uniform,400,10%,0,89.4860276274353,8.178950791053103
slack,Uniform,400,10%,1,90.15198740961085,8.139524064898799
slack,Uniform,400,10%,2,89.62375889951817,7.976356069585583
slack,Uniform,400,10%,3,89.4503867551685,7.854007585178734
slack,Uniform,400,10%,4,89.66250586188407,7.879878125518073
slack,Uniform,400,10%,5,89.27362473668829,7.219656469179378
slack,Uniform,400,10%,6,89.66448720369853,7.503672659552654
slack,Uniform,400,10%,7,89.64819559674204,7.304371540915245
slack,Uniform,400,10%,8,89.3089226911186,7.828919049750121
slack,Uniform,400,10%,9,89.3097732823015,8.098995680317625
slack,Uniform,400,20%,0,89.52946401790796,7.713288791516966
slack,Uniform,400,20%,1,89.3305776390554,7.90198936821227
slack,Uniform,400,20%,2,89.32030182387784,7.715241632633625
slack,Uniform,400,20%,3,89.50652161435771,8.064340863264398
slack,Uniform,400,20%,4,89.16908370868984,7.91597267856073
slack,Uniform,400,20%,5,89.23926434967665,8.017169725871012
slack,Uniform,400,20%,6,89.80981021465773,7.864258546860201
slack,Uniform,400,20%,7,89.73394503729389,7.714039365496185
slack,Uniform,400,20%,8,89.30393114311224,7.7411459385596775
slack,Uniform,400,20%,9,89.63898803359783,7.940939514749433
slack,Uniform,400,30%,0,89.18801799984296,7.763234624827042
slack,Uniform,400,30%,1,89.27048568837726,7.258963323635806
slack,Uniform,400,30%,2,89.31508442190781,7.870274454598545
slack,Uniform,400,30%,3,89.71614908501286,8.139184476322148
slack,Uniform,400,30%,4,89.22519167649979,7.464892296715336
slack,Uniform,400,30%,5,89.3715520700503,7.7445946995813735
slack,Uniform,400,30%,6,89.77307032598273,8.056965445701758
slack,Uniform,400,30%,7,89.63483907694848,7.927839425289208
slack,Uniform,400,30%,8,89.52236565177618,7.632042393937052
slack,Uniform,400,30%,9,89.4978364455467,8.286484043162702
edd,Uniform,200,10%,0,87.95760105441003,9.36107222740587
edd,Uniform,200,10%,1,87.80034220417478,8.822438418391762
edd,Uniform,200,10%,2,87.85649493816267,9.275431228048065
edd,Uniform,200,10%,3,87.86514038899921,8.996430877834488
edd,Uniform,200,10%,4,88.11660131752039,9.041770370184024
edd,Uniform,200,10%,5,88.19421447089867,8.89987437818336
edd,Uniform,200,10%,6,87.7975917647522,9.295519655741195
edd,Uniform,200,10%,7,88.21904138223566,8.908319435134098
edd,Uniform,200,10%,8,88.15253477729566,9.615626766889562
edd,Uniform,200,10%,9,87.93405536268385,9.371767965491184
edd,Uniform,200,20%,0,87.75681967159464,8.778899520781454
edd,Uniform,200,20%,1,87.69169467940412,9.14422593480856
edd,Uniform,200,20%,2,87.99571842406581,9.363561213068735
edd,Uniform,200,20%,3,87.97295366326024,9.60412645676004
edd,Uniform,200,20%,4,88.330049985559,9.316139548929282
edd,Uniform,200,20%,5,88.12494013317023,9.04088359852567
edd,Uniform,200,20%,6,88.1396404744125,8.896877138373851
edd,Uniform,200,20%,7,87.99632901097918,9.546117322737459
edd,Uniform,200,20%,8,87.83944169554451,9.189120304455095
edd,Uniform,200,20%,9,87.90497150654662,9.14086468639294
edd,Uniform,200,30%,0,87.97247475990653,8.923216188575926
edd,Uniform,200,30%,1,87.84470211245153,9.13930989432607
edd,Uniform,200,30%,2,87.94674249812415,9.497723055392857
edd,Uniform,200,30%,3,88.09788783430389,9.578126341094535
edd,Uniform,200,30%,4,87.8207866760974,8.933342068919197
edd,Uniform,200,30%,5,87.97657715080575,9.216035933618025
edd,Uniform,200,30%,6,87.87248718796218,8.984751413533816
edd,Uniform,200,30%,7,88.06502486416278,9.64724674951851
edd,Uniform,200,30%,8,88.05744164510233,8.646925343531237
edd,Uniform,200,30%,9,88.28595408669966,8.977749589169415
edd,Uniform,300,10%,0,88.10292546603337,9.366251369689623
edd,Uniform,300,10%,1,88.12644159430312,9.26114089457124
edd,Uniform,300,10%,2,88.16369864293145,9.639686305934548
edd,Uniform,300,10%,3,87.9345272003056,9.201216107304498
edd,Uniform,300,10%,4,87.75701619271636,9.545897389008973
edd,Uniform,300,10%,5,88.02229957312171,9.040627016657142
edd,Uniform,300,10%,6,88.09246827337026,8.949422724013788
edd,Uniform,300,10%,7,88.02981880820191,8.837594568930903
edd,Uniform,300,10%,8,88.00381758604877,9.211787750996798
edd,Uniform,300,10%,9,88.14564119393096,9.103378510986314
edd,Uniform,300,20%,0,87.94136810967842,9.43065498858942
edd,Uniform,300,20%,1,87.85758319024501,9.553144463415842
edd,Uniform,300,20%,2,88.08168547013923,9.515723132787931
edd,Uniform,300,20%,3,87.84217975746432,9.005953772333832
edd,Uniform,300,20%,4,88.3899202993293,9.1888014457291
edd,Uniform,300,20%,5,88.07896620940633,8.901675135071534
edd,Uniform,300,20%,6,88.09242296513175,9.048078621239233
edd,Uniform,300,20%,7,87.81623702931972,9.18126277846437
edd,Uniform,300,20%,8,87.77216863549434,9.271870810571563
edd,Uniform,300,20%,9,87.78005337993476,9.43734715474961
edd,Uniform,300,30%,0,87.82301737447683,9.40271544331315
edd,Uniform,300,30%,1,87.63465969408144,9.469950524551829
edd,Uniform,300,30%,2,88.11466617945527,8.864921730939418
edd,Uniform,300,30%,3,88.09159508168483,9.019148878623591
edd,Uniform,300,30%,4,88.02434215870025,9.38728054190026
edd,Uniform,300,30%,5,87.92428922675859,9.393052852207994
edd,Uniform,300,30%,6,87.75359742335863,9.441192076505637
edd,Uniform,300,30%,7,87.99941564837356,9.06411394891708
edd,Uniform,300,30%,8,88.29118441386387,9.140252375597035
edd,Uniform,300,30%,9,88.0328799834228,9.312638982807384
edd,Uniform,400,10%,0,87.80759459378719,9.236012421054571
edd,Uniform,400,10%,1,88.06551273966784,8.987029149285034
edd,Uniform,400,10%,2,87.87154480661518,9.034016746155494
