method,pattern,size,twotc,seed,completion,tardy
lhac_daf,Uniform,200,30%,7,97.81702698481986,0.9596781683157054
lhac_daf,Uniform,200,30%,8,99.12808818437513,1.8727325267599393
lhac_daf,Uniform,200,30%,9,98.22291388200789,1.42837188565114
lhac_daf,Uniform,300,10%,0,98.97750679433847,1.629652623511115
lhac_daf,Uniform,300,10%,1,97.72399576457791,1.6098857629844985
lhac_daf,Uniform,300,10%,2,98.21112891066862,1.3800138871730139
lhac_daf,Uniform,300,10%,3,99.05743852625591,1.4446157295264703
lhac_daf,Uniform,300,10%,4,97.46844987251384,1.2909247848397771
lhac_daf,Uniform,300,10%,5,97.97899534075097,1.4535789270692347
lhac_daf,Uniform,300,10%,6,99.8878049951926,1.664835691688518
lhac_daf,Uniform,300,10%,7,97.71967723583285,1.5574920543151451
lhac_daf,Uniform,300,10%,8,98.29233306242924,0.991815148319368
lhac_daf,Uniform,300,10%,9,98.75605670826769,2.1668051053005826
lhac_daf,Uniform,300,20%,0,99.00506964688401,0.5934602906250165
lhac_daf,Uniform,300,20%,1,99.30560344026836,1.8286542152280099
lhac_daf,Uniform,300,20%,2,98.33600534994892,0.9192527353681479
lhac_daf,Uniform,300,20%,3,97.35809481202845,1.8412437171755678
lhac_daf,Uniform,300,20%,4,98.97592863446171,2.0812439392695135
lhac_daf,Uniform,300,20%,5,98.87772246426726,1.1496691840731863
lhac_daf,Uniform,300,20%,6,98.20952082869626,1.3677459409978703
lhac_daf,Uniform,300,20%,7,97.80773885534876,0.6852295096428035
lhac_daf,Uniform,300,20%,8,98.05241837738046,1.6300865954516293
lhac_daf,Uniform,300,20%,9,99.05031418246523,1.3007013610718736
lhac_daf,Uniform,300,30%,0,98.26382896164009,1.7479540793086241
lhac_daf,Uniform,300,30%,1,98.20242990292303,0.8341774163417612
lhac_daf,Uniform,300,30%,2,98.40284175419642,1.4611879054855288
lhac_daf,Uniform,300,30%,3,98.62727553983542,1.5603065721369325
lhac_daf,Uniform,300,30%,4,98.98454792180613,1.8518462533125997
lhac_daf,Uniform,300,30%,5,98.69306748549491,1.6020748544173067
lhac_daf,Uniform,300,30%,6,98.76965459664152,1.2520892344950099
lhac_daf,Uniform,300,30%,7,98.3077540693643,1.9665513027692587
lhac_daf,Uniform,300,30%,8,98.72589137629055,1.2818116654208875
lhac_daf,Uniform,300,30%,9,97.07317762133546,1.0076021561205983
lhac_daf,Uniform,400,10%,0,97.6459848401059,2.0962235999288055
lhac_daf,Uniform,400,10%,1,98.10990174634155,0.8620297589189021
lhac_daf,Uniform,400,10%,2,99.12348091428876,1.7217662273570107
lhac_daf,Uniform,400,10%,3,99.16621718740323,1.918690739200235
lhac_daf,Uniform,400,10%,4,97.10395833714611,1.37711653155042
lhac_daf,Uniform,400,10%,5,98.3972865139741,1.3326137433242415
lhac_daf,Uniform,400,10%,6,98.49600727246319,1.0311900865521306
lhac_daf,Uniform,400,10%,7,98.98270200962078,1.4959001110233558
lhac_daf,Uniform,400,10%,8,96.87783363884441,1.6741382100005386
lhac_daf,Uniform,400,10%,9,98.63271760993668,2.0440552364544495
lhac_daf,Uniform,400,20%,0,98.14742067626163,1.4437325149739015
lhac_daf,Uniform,400,20%,1,99.74275586251035,2.626746510629083
lhac_daf,Uniform,400,20%,2,98.85774258122565,1.4323902152707861
lhac_daf,Uniform,400,20%,3,98.74713405792568,1.7637584649843432
lhac_daf,Uniform,400,20%,4,98.89290727893386,1.6152333865765043
lhac_daf,Uniform,400,20%,5,98.19260178405342,0.9993266212504683
lhac_daf,Uniform,400,20%,6,99.17549300820107,1.8594209932761478
lhac_daf,Uniform,400,20%,7,98.62582992374665,1.964407357045157
lhac_daf,Uniform,400,20%,8,97.76434385851513,1.32454788654777
lhac_daf,Uniform,400,20%,9,97.86745631805373,1.8982992474857248
lhac_daf,Uniform,400,30%,0,97.3137558828346,2.036227387170354
lhac_daf,Uniform,400,30%,1,98.44229870082272,1.273265835621804
lhac_daf,Uniform,400,30%,2,97.96100506908748,0.8883491167553649
lhac_daf,Uniform,400,30%,3,99.09156037318132,0.9930307033941643
lhac_daf,Uniform,400,30%,4,98.74791944447944,1.321557528452855
lhac_daf,Uniform,400,30%,5,98.28733564285297,1.718354363259779
lhac_daf,Uniform,400,30%,6,97.61463752090242,2.041748870552589
lhac_daf,Uniform,400,30%,7,99.97350863400979,1.2463461143372432
lhac_daf,Uniform,400,30%,8,97.93979256483334,1.1024710278602718
lhac_daf,Uniform,400,30%,9,98.87319880986351,1.081510865736273
lppo,Uniform,200,10%,0,93.93338352466439,3.8677462163868794
lppo,Uniform,200,10%,1,93.56093442865874,4.32407228979446
lppo,Uniform,200,10%,2,93.81828538651348,4.3848299685108385
lppo,Uniform,200,10%,3,94.73016725806089,4.622612022244623
lppo,Uniform,200,10%,4,93.75504679117476,4.175682147929452
lppo,Uniform,200,10%,5,93.81066542504396,4.940804193115336
lppo,Uniform,200,10%,6,94.26191310866825,5.041283393324944
lppo,Uniform,200,10%,7,94.10501239991449,4.9445914439012295
lppo,Uniform,200,10%,8,93.14021314410623,4.56732072704642
lppo,Uniform,200,10%,9,94.15999117232883,5.204883689895953
lppo,Uniform,200,20%,0,94.26652537307965,4.655745622037509
lppo,Uniform,200,20%,1,93.90180274966801,4.543429692452685
lppo,Uniform,200,20%,2,93.65139234655967,4.7847199564963
lppo,Uniform,200,20%,3,93.61911995605313,4.64573128789479
lppo,Uniform,200,20%,4,93.90110992375479,4.955798520284909
lppo,Uniform,200,20%,5,94.35898694775567,5.225682171707965
lppo,Uniform,200,20%,6,93.33572824428744,4.8376844789875815
lppo,Uniform,200,20%,7,93.59641554493498,3.8983837301343107
lppo,Uniform,200,20%,8,93.8232721602879,4.324395392068467
lppo,Uniform,200,20%,9,93.51482605926834,4.080658001236001
lppo,Uniform,200,30%,0,94.43188534211582,4.9718454823772635
lppo,Uniform,200,30%,1,93.70820465551051,4.023674232379323
lppo,Uniform,200,30%,2,94.30311646919257,4.466702478336782
lppo,Uniform,200,30%,3,93.35909199238418,6.092343140533856
lppo,Uniform,200,30%,4,93.96691852742214,4.085062215808468
lppo,Uniform,200,30%,5,93.51012891986076,4.04940311395826
lppo,Uniform,200,30%,6,94.3382196898435,4.907277514907245
lppo,Uniform,200,30%,7,94.46923609941777,4.720058034597061
lppo,Uniform,200,30%,8,93.55508113632179,4.232456754393176
lppo,Uniform,200,30%,9,94.22363373590444,5.366136202600397
lppo,Uniform,300,10%,0,93.8771756052187,5.007414651671273
lppo,Uniform,300,10%,1,93.79685484341005,4.9616764978000205
lppo,Uniform,300,10%,2,93.82415867764766,4.911376306896056
lppo,Uniform,300,10%,3,94.32231189189008,4.201321912498798
lppo,Uniform,300,10%,4,93.96962474107411,5.231412388631968
lppo,Uniform,300,10%,5,94.95634435167494,4.4163930208749544
lppo,Uniform,300,10%,6,93.49437708472392,4.3897033170981405
lppo,Uniform,300,10%,7,94.23513920480804,4.521320376340546
lppo,Uniform,300,10%,8,93.8093716488048,3.4876351743766705
lppo,Uniform,300,10%,9,93.94558359360381,3.7640687812386435
lppo,Uniform,300,20%,0,93.98451130336841,4.044722157675284
lppo,Uniform,300,20%,1,94.10150467888872,3.9230528565528315
lppo,Uniform,300,20%,2,93.4877520256903,3.989249668807228
lppo,Uniform,300,20%,3,93.18724432437796,4.067042527066535
lppo,Uniform,300,20%,4,93.79894507970984,4.243893736140806
lppo,Uniform,300,20%,5,94.26287577967999,4.698708693594758
lppo,Uniform,300,20%,6,93.68270943639534,4.90272169198995
lppo,Uniform,300,20%,7,93.63192448085915,4.708353919093307
lppo,Uniform,300,20%,8,93.80201097876501,4.475127337936981
lppo,Uniform,300,20%,9,94.42862267931251,4.883486306654757
lppo,Uniform,300,30%,0,94.443746111972,4.252474924503452
lppo,Uniform,300,30%,1,94.0497410559201,4.7486562194176045
lppo,Uniform,300,30%,2,93.8319387233953,4.099717437042053
lppo,Uniform,300,30%,3,94.72344170846169,4.7393003496854575
lppo,Uniform,300,30%,4,94.53812216472402,3.961342393572129
lppo,Uniform,300,30%,5,93.74699022214149,4.6988433932279285
lppo,Uniform,300,30%,6,94.05847015519727,4.646865575920133
lppo,Uniform,300,30%,7,94.20957527021186,4.724169749384039
lppo,Uniform,300,30%,8,93.69676918942086,4.5729776999656595
lppo,Uniform,300,30%,9,93.52711531364362,3.8485020826439404
lppo,Uniform,400,10%,0,93.71511403252293,5.749331938634457
lppo,Uniform,400,10%,1,94.4388496915369,3.9564552421145525
lppo,Uniform,400,10%,2,93.64655270909309,3.5442685401557936
lppo,Uniform,400,10%,3,93.75726136279322,4.422054499821334
lppo,Uniform,400,10%,4,94.21036057346312,4.549429785612664
lppo,Uniform,400,10%,5,94.13578213263335,3.2685860577258357
lppo,Uniform,400,10%,6,93.17286209632015,3.5985125876796906
lppo,Uniform,400,10%,7,93.18588755378846,5.083003551344422
lppo,Uniform,400,10%,8,93.37184211967038,4.476366501441462
lppo,Uniform,400,10%,9,94.33571036214236,3.947204798384072
lppo,Uniform,400,20%,0,94.03053939685688,4.316318289190222
lppo,Uniform,400,20%,1,93.84817190575095,4.834161291714768
lppo,Uniform,400,20%,2,93.64907828757539,4.506273205240957
lppo,Uniform,400,20%,3,93.45603849302586,5.736506423196075
lppo,Uniform,400,20%,4,93.92988895283816,4.864156755777278
lppo,Uniform,400,20%,5,93.56079426510134,4.882356990771791
lppo,Uniform,400,20%,6,93.01748306113105,4.145417647509591
lppo,Uniform,400,20%,7,94.0737402088714,3.919681647016674
lppo,Uniform,400,20%,8,93.94300579853149,5.065286780973471
lppo,Uniform,400,20%,9,93.3849514491833,4.251884319134288
lppo,Uniform,400,30%,0,93.96414675266205,4.661900503844413
lppo,Uniform,400,30%,1,93.49244256908898,4.159298076201597
lppo,Uniform,400,30%,2,93.67090495596533,4.4841849382532395
lppo,Uniform,400,30%,3,93.92537147587173,4.600948708653076
lppo,Uniform,400,30%,4,94.08087988446142,4.365541847986892
lppo,Uniform,400,30%,5,94.64448380190757,4.668848370048884
lppo,Uniform,400,30%,6,94.07319238858379,4.900433707948596
lppo,Uniform,400,30%,7,92.72966630738247,5.163943351353378
lppo,Uniform,400,30%,8,93.86597726005033,4.948954449435285
lppo,Uniform,400,30%,9,94.11590516105771,3.520254358114211
ppo_lagrangian,Uniform,200,10%,0,97.22177609635642,1.953912901605179
ppo_lagrangian,Uniform,200,10%,1,96.92559436154781,2.3373833017196155
ppo_lagrangian,Uniform,200,10%,2,94.85154177497688,3.38893848729603
ppo_lagrangian,Uniform,200,10%,3,97.83195726850553,4.042791089574468
ppo_lagrangian,Uniform,200,10%,4,97.56586302606638,2.5317601017746796
ppo_lagrangian,Uniform,200,10%,5,96.21953406254613,2.3940686732125953
ppo_lagrangian,Uniform,200,10%,6,97.14993097012223,2.369395585621869
ppo_lagrangian,Uniform,200,10%,7,96.42548896664904,2.9708787450074268
ppo_lagrangian,Uniform,200,10%,8,95.59092419413273,3.714999162190904
ppo_lagrangian,Uniform,200,10%,9,96.80109817282316,1.9864098340200953
ppo_lagrangian,Uniform,200,20%,0,97.42149796668077,3.394304013777836
ppo_lagrangian,Uniform,200,20%,1,96.3692664088382,4.623040157962688
ppo_lagrangian,Uniform,200,20%,2,95.88365549200601,3.696098599466213
ppo_lagrangian,Uniform,200,20%,3,97.22850509699053,2.5477846950265954
ppo_lagrangian,Uniform,200,20%,4,96.09837154215933,3.821228291356671
ppo_lagrangian,Uniform,200,20%,5,94.59316710842526,3.204306859698882
ppo_lagrangian,Uniform,200,20%,6,96.00399286853823,2.5630130960831408
ppo_lagrangian,Uniform,200,20%,7,96.9586015406095,4.1519311816420235
ppo_lagrangian,Uniform,200,20%,8,97.01238196579364,3.3072282558120647
ppo_lagrangian,Uniform,200,20%,9,95.65425939884432,3.5689043524332402
ppo_lagrangian,Uniform,200,30%,0,96.20469899019724,2.629102681674247
ppo_lagrangian,Uniform,200,30%,1,96.03118186732281,4.571333994414751
ppo_lagrangian,Uniform,200,30%,2,96.18602461210837,2.4903150603777613
ppo_lagrangian,Uniform,200,30%,3,95.73173900878284,3.803722862286145
ppo_lagrangian,Uniform,200,30%,4,97.13716712860385,2.3870128790209155
ppo_lagrangian,Uniform,200,30%,5,95.16815674138664,2.091573476098779
ppo_lagrangian,Uniform,200,30%,6,96.21166674341384,3.3154591213895297
ppo_lagrangian,Uniform,200,30%,7,97.53821299231608,3.4784408451715323
ppo_lagrangian,Uniform,200,30%,8,94.9848240763634,2.5764052131112694
ppo_lagrangian,Uniform,200,30%,9,95.6679244765182,3.2392077345679042
ppo_lagrangian,Uniform,300,10%,0,97.07692266440668,2.3272378628016934
ppo_lagrangian,Uniform,300,10%,1,97.4902165365399,3.261952549747476
ppo_lagrangian,Uniform,300,10%,2,97.56772665443077,2.5456703386628003
ppo_lagrangian,Uniform,300,10%,3,95.88196061631636,2.9727597885951567
ppo_lagrangian,Uniform,300,10%,4,93.98696975894293,2.613379516211755
ppo_lagrangian,Uniform,300,10%,5,96.5382237403649,3.2893510083080173
ppo_lagrangian,Uniform,300,10%,6,96.27051998652628,3.0172139516274763
ppo_lagrangian,Uniform,300,10%,7,97.43135514335968,3.049367167165619
ppo_lagrangian,Uniform,300,10%,8,95.5766773201052,3.6340014948813413
ppo_lagrangian,Uniform,300,10%,9,96.01889728938238,3.43960371530385
ppo_lagrangian,Uniform,300,20%,0,96.00969484654122,2.2335882894108696
ppo_lagrangian,Uniform,300,20%,1,95.02533469991006,2.895988962078197
ppo_lagrangian,Uniform,300,20%,2,97.01077287396366,4.080166307741966
ppo_lagrangian,Uniform,300,20%,3,95.97116317282504,3.791145660735475
ppo_lagrangian,Uniform,300,20%,4,96.28712595004163,3.033541394652654
ppo_lagrangian,Uniform,300,20%,5,96.02687588268785,3.418861824951315
ppo_lagrangian,Uniform,300,20%,6,96.91001419492471,3.7393370945122086
ppo_lagrangian,Uniform,300,20%,7,96.96178921468369,1.9105618278916683
ppo_lagrangian,Uniform,300,20%,8,97.10202703459665,3.0215664900160655
ppo_lagrangian,Uniform,300,20%,9,96.19153446096968,4.5957574045810325
ppo_lagrangian,Uniform,300,30%,0,96.72012345752727,3.4361013868084176
ppo_lagrangian,Uniform,300,30%,1,97.13581569072603,3.0982914672329573
ppo_lagrangian,Uniform,300,30%,2,96.43771624312538,3.7181990416775696
ppo_lagrangian,Uniform,300,30%,3,98.13509920907595,3.724259961345333
ppo_lagrangian,Uniform,300,30%,4,98.53080209609753,2.0197475807049114
ppo_lagrangian,Uniform,300,30%,5,97.32505525719256,1.946745674112174
ppo_lagrangian,Uniform,300,30%,6,96.71252787683633,3.0742950278912184
ppo_lagrangian,Uniform,300,30%,7,97.05697674608143,3.463698768633216
ppo_lagrangian,Uniform,300,30%,8,94.96603021610626,2.8034347360877434
ppo_lagrangian,Uniform,300,30%,9,96.90595228628256,2.890507569033206
ppo_lagrangian,Uniform,400,10%,0,96.88890464691019,2.5665860787569867
ppo_lagrangian,Uniform,400,10%,1,95.70455269352847,3.1534801322661865
ppo_lagrangian,Uniform,400,10%,2,97.21791843947756,1.8551375335265443
ppo_lagrangian,Uniform,400,10%,3,96.47958338064879,2.694060544722941
ppo_lagrangian,Uniform,400,10%,4,96.0660654468687,2.1488113451303423
ppo_lagrangian,Uniform,400,10%,5,95.2184770453329,1.129845141787405
ppo_lagrangian,Uniform,400,10%,6,96.00980905802592,3.258324196577943
ppo_lagrangian,Uniform,400,10%,7,97.342641536115,3.0881087562001452
ppo_lagrangian,Uniform,400,10%,8,95.13265840603296,3.5371587913826317
ppo_lagrangian,Uniform,400,10%,9,97.31202070535144,3.5341448875235337
ppo_lagrangian,Uniform,400,20%,0,96.33349675284487,2.3014263885015893
ppo_lagrangian,Uniform,400,20%,1,95.8841979997954,3.3262936366763625
ppo_lagrangian,Uniform,400,20%,2,96.05711393222158,3.7714023764013014
ppo_lagrangian,Uniform,400,20%,3,96.70642001351878,2.7859822242416015
ppo_lagrangian,Uniform,400,20%,4,95.65820311556652,4.420105867846129
ppo_lagrangian,Uniform,400,20%,5,96.9825284421512,2.140433190609481
ppo_lagrangian,Uniform,400,20%,6,99.10134827518931,3.3634305452338173
ppo_lagrangian,Uniform,400,20%,7,96.26310154141049,1.9590127302146323
ppo_lagrangian,Uniform,400,20%,8,96.15495933715239,4.617535891001078
ppo_lagrangian,Uniform,400,20%,9,97.24675483536632,3.805308994378607
ppo_lagrangian,Uniform,400,30%,0,97.23219399744085,3.0218989908870486
ppo_lagrangian,Uniform,400,30%,1,97.8777963256742,3.8950025310582443
ppo_lagrangian,Uniform,400,30%,2,96.38358343142177,3.6011407376793647
ppo_lagrangian,Uniform,400,30%,3,97.51344212353764,4.029327650601427
ppo_lagrangian,Uniform,400,30%,4,95.33636968215467,2.184550410209941
ppo_lagrangian,Uniform,400,30%,5,96.83942365351692,3.8633417271927075
ppo_lagrangian,Uniform,400,30%,6,97.23333628778387,1.7913929639264035
ppo_lagrangian,Uniform,400,30%,7,96.35902265335365,2.865998508337456
ppo_lagrangian,Uniform,400,30%,8,95.7442067790332,3.145773975253923
ppo_lagrangian,Uniform,400,30%,9,96.31712161957142,3.83357241605026
rcpo,Uniform,200,10%,0,95.218617533248,3.747012142772295
rcpo,Uniform,200,10%,1,96.16764923771592,3.447999158169486
rcpo,Uniform,200,10%,2,95.51036610869853,1.9501363484098415
rcpo,Uniform,200,10%,3,95.69987421370287,3.855549798481389
rcpo,Uniform,200,10%,4,95.88160072485307,2.508969851335774
rcpo,Uniform,200,10%,5,94.9864694465937,3.389444130022752
rcpo,Uniform,200,10%,6,94.60360653271358,4.269547761767128
rcpo,Uniform,200,10%,7,95.58524704490854,4.041417843719425
rcpo,Uniform,200,10%,8,96.99963776681551,2.704693280849632
rcpo,Uniform,200,10%,9,95.83186125615507,3.6059805970291583
rcpo,Uniform,200,20%,0,97.2917106192645,3.977674353866547
rcpo,Uniform,200,20%,1,97.37304503680296,3.3791770176787828
rcpo,Uniform,200,20%,2,95.827358790813,2.0105506640344966
rcpo,Uniform,200,20%,3,96.32555247770469,3.7012309917194144
rcpo,Uniform,200,20%,4,98.07684361030994,3.797051607469913
rcpo,Uniform,200,20%,5,97.94464471165175,4.081136140027189
rcpo,Uniform,200,20%,6,95.3271234626822,2.774243772516075
rcpo,Uniform,200,20%,7,96.06626219411834,5.376977444938933
rcpo,Uniform,200,20%,8,96.33685209257925,2.67265275381284
rcpo,Uniform,200,20%,9,95.93101343139729,3.5630973120982934
rcpo,Uniform,200,30%,0,96.2776285928522,2.893203233183044
rcpo,Uniform,200,30%,1,95.28887181318966,4.070128579080018
rcpo,Uniform,200,30%,2,94.6653660869896,3.0811815268176956
rcpo,Uniform,200,30%,3,94.2490286058826,4.245995157796026
rcpo,Uniform,200,30%,4,95.07512790357356,4.0247937295883744
rcpo,Uniform,200,30%,5,96.41874253125785,2.767553171597156
rcpo,Uniform,200,30%,6,94.05493805127982,3.0666202780651775
rcpo,Uniform,200,30%,7,96.33130983222621,3.4463572490014576
rcpo,Uniform,200,30%,8,96.1813062647869,3.132009496187867
rcpo,Uniform,200,30%,9,94.84710835031825,3.1356075242618124
rcpo,Uniform,300,10%,0,96.26186859332805,4.227057826898457
rcpo,Uniform,300,10%,1,94.32219883352013,3.5441562485445712
rcpo,Uniform,300,10%,2,95.38831124120436,4.3631302814077735
rcpo,Uniform,300,10%,3,95.53097893014899,2.960110385709732
rcpo,Uniform,300,10%,4,95.30733129050506,3.5350009819592847
rcpo,Uniform,300,10%,5,95.13869290444777,3.5776471414931286
rcpo,Uniform,300,10%,6,95.96158806321922,4.247674397437376
rcpo,Uniform,300,10%,7,96.18944298109723,4.398443414907895
rcpo,Uniform,300,10%,8,95.4373405829378,3.022361051951613
rcpo,Uniform,300,10%,9,96.66422861082003,3.853155705263192
rcpo,Uniform,300,20%,0,96.77954906717999,3.419846235418017
rcpo,Uniform,300,20%,1,94.44016004854615,4.139769324504842
rcpo,Uniform,300,20%,2,95.3151118806591,3.2361449602255483
rcpo,Uniform,300,20%,3,96.56905696349196,4.454297417589298
rcpo,Uniform,300,20%,4,94.72236034041357,3.2319039562638845
rcpo,Uniform,300,20%,5,95.82672958527192,3.4900446994391885
rcpo,Uniform,300,20%,6,95.34128692485542,2.7418930172603004
rcpo,Uniform,300,20%,7,97.16285980644467,4.16948331718234
rcpo,Uniform,300,20%,8,96.07068189649239,3.031635521288578
rcpo,Uniform,300,20%,9,94.58927394581652,3.156484064245551
rcpo,Uniform,300,30%,0,95.3547514881607,3.2632140746595337
rcpo,Uniform,300,30%,1,94.73688201675822,4.196115116070265
rcpo,Uniform,300,30%,2,95.85412023220906,3.1365736021122474
rcpo,Uniform,300,30%,3,96.46874337318017,2.4475395087247147
rcpo,Uniform,300,30%,4,95.40160486769794,3.2395979594058484
rcpo,Uniform,300,30%,5,94.77881819176284,3.590437457921084
rcpo,Uniform,300,30%,6,95.78600485911102,3.195641981258221
rcpo,Uniform,300,30%,7,96.22547108473742,2.902266969911554
rcpo,Uniform,300,30%,8,94.35641302848263,3.0715600552371383
rcpo,Uniform,300,30%,9,97.18004044010084,3.8055744448581166
rcpo,Uniform,400,10%,0,95.04714798102798,3.8212199525439248
rcpo,Uniform,400,10%,1,95.65849590799587,3.959723870097579
rcpo,Uniform,400,10%,2,95.4314181937773,4.120557428525279
rcpo,Uniform,400,10%,3,96.01476829870165,4.148589649329044
rcpo,Uniform,400,10%,4,95.8493593706451,4.469579726698475
rcpo,Uniform,400,10%,5,97.05862902056252,4.319251930532559
rcpo,Uniform,400,10%,6,95.76746417478154,3.641712340658611
rcpo,Uniform,400,10%,7,95.06177790255735,2.373156239735537
rcpo,Uniform,400,10%,8,95.03311945867581,3.9476877110644613
rcpo,Uniform,400,10%,9,95.20072481424802,4.227718563265076
rcpo,Uniform,400,20%,0,95.86366677572391,3.316047888352684
rcpo,Uniform,400,20%,1,96.19998189443042,3.133116252897767
rcpo,Uniform,400,20%,2,95.78407161267711,4.182542375007127
rcpo,Uniform,400,20%,3,95.22021692951716,4.116532845514108
rcpo,Uniform,400,20%,4,94.93615290744822,3.7116327977677464
rcpo,Uniform,400,20%,5,96.11900559297985,2.8882008277588165
rcpo,Uniform,400,20%,6,95.1606851731962,3.400910699369042
rcpo,Uniform,400,20%,7,96.38512027741598,3.418718417571535
rcpo,Uniform,400,20%,8,94.94117724905858,3.3991758660027016
rcpo,Uniform,400,20%,9,95.12075136944152,3.6405020517742193
rcpo,Uniform,400,30%,0,97.21953732935313,4.492727498101225
rcpo,Uniform,400,30%,1,96.44708649416421,3.5614058932115737
rcpo,Uniform,400,30%,2,94.89097957884444,2.46317469192089
rcpo,Uniform,400,30%,3,95.91619532299222,3.443899386702468
rcpo,Uniform,400,30%,4,96.66505077132041,2.341667580419241
rcpo,Uniform,400,30%,5,96.75137768211711,3.810375702367293
rcpo,Uniform,400,30%,6,96.5987322576562,3.6336368129097822
rcpo,Uniform,400,30%,7,95.88494037154497,3.88408790073185
rcpo,Uniform,400,30%,8,97.36194270613882,2.9377187132936236
rcpo,Uniform,400,30%,9,95.64499771463085,2.7673092713488883
envelope_morl,Uniform,200,10%,0,97.31733331180821,2.7374122866730874
envelope_morl,Uniform,200,10%,1,97.6228282544636,2.9726644928104866
envelope_morl,Uniform,200,10%,2,96.58067174764777,2.641187430096158
envelope_morl,Uniform,200,10%,3,97.19527515581089,2.583711662273532
envelope_morl,Uniform,200,10%,4,96.06777168991125,2.1418711325796957
envelope_morl,Uniform,200,10%,5,96.63990559928054,2.8987531453519533
envelope_morl,Uniform,200,10%,6,97.8509785558243,2.6411266565924905
envelope_morl,Uniform,200,10%,7,97.42805896858766,2.588241760533193
envelope_morl,Uniform,200,10%,8,97.89646526698162,2.1254720615042775
envelope_morl,Uniform,200,10%,9,97.16058460773334,2.6101067573408554
envelope_morl,Uniform,200,20%,0,97.19839606696398,2.211414790666686
envelope_morl,Uniform,200,20%,1,97.53042052562115,2.6933141501671485
envelope_morl,Uniform,200,20%,2,96.78856938640779,2.1671213795480706
envelope_morl,Uniform,200,20%,3,97.68451832519594,2.9882242916669934
envelope_morl,Uniform,200,20%,4,96.39810713703841,2.3954571463463945
envelope_morl,Uniform,200,20%,5,97.3074710012034,2.9944137774108186
envelope_morl,Uniform,200,20%,6,97.00941126583781,2.4798248944214216
envelope_morl,Uniform,200,20%,7,96.01976706881472,2.2800145012563826
envelope_morl,Uniform,200,20%,8,96.48444408054361,2.3241307352442306
envelope_morl,Uniform,200,20%,9,97.10126267451493,2.9002283928827586
envelope_morl,Uniform,200,30%,0,96.41672272417188,2.398023363914138
envelope_morl,Uniform,200,30%,1,96.47699175747762,2.5828551861643176
envelope_morl,Uniform,200,30%,2,96.27883227564284,2.501643478768436
envelope_morl,Uniform,200,30%,3,96.77826999509705,2.8618967335335883
envelope_morl,Uniform,200,30%,4,97.52751606912737,2.2604046594893457
envelope_morl,Uniform,200,30%,5,96.91182646170206,2.0462678965497973
envelope_morl,Uniform,200,30%,6,97.5306822375439,2.6017142750603504
envelope_morl,Uniform,200,30%,7,97.97372809589415,2.4420345397805745
envelope_morl,Uniform,200,30%,8,96.84563017669112,1.9304965738468718
envelope_morl,Uniform,200,30%,9,97.06529416806441,2.2103839631134727
envelope_morl,Uniform,300,10%,0,97.88596290340949,2.5006616216107
envelope_morl,Uniform,300,10%,1,97.8602719221596,2.5027362782289453
envelope_morl,Uniform,300,10%,2,96.9063607309812,2.107763995339356
envelope_morl,Uniform,300,10%,3,97.10623672065256,2.195064541910154
envelope_morl,Uniform,300,10%,4,96.59155804618867,2.2692743290570556
envelope_morl,Uniform,300,10%,5,97.48451004402368,2.4253207991478796
envelope_morl,Uniform,300,10%,6,97.41103396652824,2.529691802743067
envelope_morl,Uniform,300,10%,7,98.16414966984347,2.3837737833256005
