variant,pattern,size,twotc,seed,completion,tardy
adaptive_tlo,Uniform,200,30%,6,99.90158858202265,1.2204345778250594
adaptive_tlo,Uniform,200,30%,7,100.18868437464381,1.1975712267678384
adaptive_tlo,Uniform,200,30%,8,98.26799536039192,1.4652715784875945
adaptive_tlo,Uniform,200,30%,9,97.7606572054438,1.545150003742079
adaptive_tlo,Uniform,300,10%,0,98.20719082538422,1.5010192116053556
adaptive_tlo,Uniform,300,10%,1,98.65870665806005,0.26947331965512245
adaptive_tlo,Uniform,300,10%,2,98.35502400230554,1.2140310951444355
adaptive_tlo,Uniform,300,10%,3,99.37189163989594,0.9441004822354133
adaptive_tlo,Uniform,300,10%,4,98.2499933506933,1.1334241322106575
adaptive_tlo,Uniform,300,10%,5,98.51580301016004,-0.03142785613797616
adaptive_tlo,Uniform,300,10%,6,98.64588582626914,1.349522376337463
adaptive_tlo,Uniform,300,10%,7,98.23458103306234,1.8173071362036088
adaptive_tlo,Uniform,300,10%,8,98.16424560260789,1.9672668882556217
adaptive_tlo,Uniform,300,10%,9,98.43483374546739,1.7201446618331457
adaptive_tlo,Uniform,300,20%,0,97.94739846048019,1.8593276822972602
adaptive_tlo,Uniform,300,20%,1,98.46055985147923,2.0552829212127586
adaptive_tlo,Uniform,300,20%,2,99.24947658621802,2.3507240031710657
adaptive_tlo,Uniform,300,20%,3,98.13237193593697,1.4738498162264242
adaptive_tlo,Uniform,300,20%,4,98.13842953879842,1.0722496396116026
adaptive_tlo,Uniform,300,20%,5,98.36766342714976,1.900097239935782
adaptive_tlo,Uniform,300,20%,6,98.45548415738662,1.5744818758368
adaptive_tlo,Uniform,300,20%,7,98.59809721395206,1.7002706444920552
adaptive_tlo,Uniform,300,20%,8,99.00590979428355,1.3317759472742763
adaptive_tlo,Uniform,300,20%,9,100.00959772069942,1.9453102979948738
adaptive_tlo,Uniform,300,30%,0,98.73437258211814,1.9153966817970867
adaptive_tlo,Uniform,300,30%,1,98.37272655934792,1.6641948708597454
adaptive_tlo,Uniform,300,30%,2,98.83048418192898,1.5657420060936864
adaptive_tlo,Uniform,300,30%,3,98.87001980379581,1.2555691732872991
adaptive_tlo,Uniform,300,30%,4,97.09587275791019,1.3001202915733168
adaptive_tlo,Uniform,300,30%,5,98.48373542013485,1.5119576690293104
adaptive_tlo,Uniform,300,30%,6,99.52981913866284,1.6011423141817651
adaptive_tlo,Uniform,300,30%,7,98.23334336354326,1.2323262681388498
adaptive_tlo,Uniform,300,30%,8,99.74345482005202,1.3461532231598508
adaptive_tlo,Uniform,300,30%,9,99.34844406099374,1.6355945327158479
adaptive_tlo,Uniform,400,10%,0,99.2547158254564,1.7492782088297298
adaptive_tlo,Uniform,400,10%,1,99.42690386748833,1.3331579689331579
adaptive_tlo,Uniform,400,10%,2,97.91603982758686,1.0359312963480867
adaptive_tlo,Uniform,400,10%,3,98.41183183352861,0.5382902179548662
adaptive_tlo,Uniform,400,10%,4,97.52574111662358,2.3259371154866604
adaptive_tlo,Uniform,400,10%,5,97.81239180138608,1.4509248661525211
adaptive_tlo,Uniform,400,10%,6,98.62336920793813,1.311838536169264
adaptive_tlo,Uniform,400,10%,7,98.35816465529705,1.0998930697210287
adaptive_tlo,Uniform,400,10%,8,98.34037455334429,2.168612368722511
adaptive_tlo,Uniform,400,10%,9,98.68256234136533,1.0301330126251529
adaptive_tlo,Uniform,400,20%,0,99.16101671889075,1.3579742181645296
adaptive_tlo,Uniform,400,20%,1,98.57415480642916,0.912051916002776
adaptive_tlo,Uniform,400,20%,2,98.99497912664229,1.0434283140931992
adaptive_tlo,Uniform,400,20%,3,100.03201551245851,1.5827754319229288
adaptive_tlo,Uniform,400,20%,4,98.82754254168592,1.8207212415369032
adaptive_tlo,Uniform,400,20%,5,98.8488932363586,1.9247902124414764
adaptive_tlo,Uniform,400,20%,6,99.32094465682883,1.330358900624144
adaptive_tlo,Uniform,400,20%,7,98.22422348464396,1.6768516678192782
adaptive_tlo,Uniform,400,20%,8,97.58635764260016,0.8219133494695031
adaptive_tlo,Uniform,400,20%,9,98.09467530877838,1.5053863318095162
adaptive_tlo,Uniform,400,30%,0,99.0915608796442,2.222768750464177
adaptive_tlo,Uniform,400,30%,1,98.92277936448842,1.380629485639969
adaptive_tlo,Uniform,400,30%,2,99.44485275095215,1.978461139579243
adaptive_tlo,Uniform,400,30%,3,99.94747165064788,1.0707050489718053
adaptive_tlo,Uniform,400,30%,4,97.85281286794043,1.729636437875896
adaptive_tlo,Uniform,400,30%,5,99.504999828275,1.2818102476432693
adaptive_tlo,Uniform,400,30%,6,98.70261456020066,1.6582618921040466
adaptive_tlo,Uniform,400,30%,7,98.70992461507741,1.4393680349455185
adaptive_tlo,Uniform,400,30%,8,98.05944251172836,1.848045631656012
adaptive_tlo,Uniform,400,30%,9,99.6812958037864,1.1448827785767808
fixed_tlo_05,Uniform,200,10%,0,96.8195266793137,2.8043034174077346
fixed_tlo_05,Uniform,200,10%,1,96.29183416751248,3.8087062707772135
fixed_tlo_05,Uniform,200,10%,2,96.63560677589025,3.4680656029708374
fixed_tlo_05,Uniform,200,10%,3,96.59657499373648,2.749152104890919
fixed_tlo_05,Uniform,200,10%,4,97.13830903957837,2.632255510474821
fixed_tlo_05,Uniform,200,10%,5,97.24099211293509,2.4574679510616098
fixed_tlo_05,Uniform,200,10%,6,96.47805769960712,3.450554839174484
fixed_tlo_05,Uniform,200,10%,7,97.11746864928097,3.2020614009019197
fixed_tlo_05,Uniform,200,10%,8,97.33417227734266,3.4042156408163713
fixed_tlo_05,Uniform,200,10%,9,96.53424977625068,3.4052216189978504
fixed_tlo_05,Uniform,200,20%,0,97.63995140325741,2.989800006030599
fixed_tlo_05,Uniform,200,20%,1,96.7927301172334,3.481648429771506
fixed_tlo_05,Uniform,200,20%,2,97.07372897959571,3.542180426160796
fixed_tlo_05,Uniform,200,20%,3,96.92291168167174,3.7250140311341724
fixed_tlo_05,Uniform,200,20%,4,96.56781754978248,2.8044364054365314
fixed_tlo_05,Uniform,200,20%,5,96.76514981566244,3.562723564825536
fixed_tlo_05,Uniform,200,20%,6,96.8173596640041,2.9030595468022504
fixed_tlo_05,Uniform,200,20%,7,96.18988243734836,2.8453191108000127
fixed_tlo_05,Uniform,200,20%,8,97.54470072544682,2.7761302183044636
fixed_tlo_05,Uniform,200,20%,9,97.62952803901098,3.5515385993849162
fixed_tlo_05,Uniform,200,30%,0,96.70814769552281,2.975357963746439
fixed_tlo_05,Uniform,200,30%,1,96.31770173472393,3.08103492568553
fixed_tlo_05,Uniform,200,30%,2,97.24259530885071,3.0075148621884984
fixed_tlo_05,Uniform,200,30%,3,97.17717726207184,3.6151914192515564
fixed_tlo_05,Uniform,200,30%,4,97.1326318407222,3.347829377675209
fixed_tlo_05,Uniform,200,30%,5,97.19999224743113,3.229990444619582
fixed_tlo_05,Uniform,200,30%,6,96.521499454263,4.008022073190527
fixed_tlo_05,Uniform,200,30%,7,96.99366276706948,2.979254286065048
fixed_tlo_05,Uniform,200,30%,8,96.67769489664376,2.9665551650521884
fixed_tlo_05,Uniform,200,30%,9,96.55693729573102,3.3664831742078007
fixed_tlo_05,Uniform,300,10%,0,96.85594140051576,3.405326822405466
fixed_tlo_05,Uniform,300,10%,1,97.27673425648781,2.1860382664384073
fixed_tlo_05,Uniform,300,10%,2,96.99086135092638,3.0977691235341256
fixed_tlo_05,Uniform,300,10%,3,96.02528577577827,2.811211935092591
fixed_tlo_05,Uniform,300,10%,4,97.62924655155602,3.6305653209101565
fixed_tlo_05,Uniform,300,10%,5,96.92999951634718,3.4042461592193223
fixed_tlo_05,Uniform,300,10%,6,96.94300184915299,2.5504300584952144
fixed_tlo_05,Uniform,300,10%,7,96.62875579758804,2.792230354961237
fixed_tlo_05,Uniform,300,10%,8,96.64258310418892,3.750167392245837
fixed_tlo_05,Uniform,300,10%,9,96.98437786164291,3.0142661009015086
fixed_tlo_05,Uniform,300,20%,0,97.3110808062296,2.7005183251218887
fixed_tlo_05,Uniform,300,20%,1,96.71209468609655,2.9567761386759264
fixed_tlo_05,Uniform,300,20%,2,97.08304912160081,3.2666675281438717
fixed_tlo_05,Uniform,300,20%,3,96.2657370378352,3.0555822766308784
fixed_tlo_05,Uniform,300,20%,4,96.38084335959931,3.766227788911424
fixed_tlo_05,Uniform,300,20%,5,97.0156710993035,3.1694684797282746
fixed_tlo_05,Uniform,300,20%,6,97.28527919213255,3.286824389871339
fixed_tlo_05,Uniform,300,20%,7,97.03516987606682,3.0761318518830145
fixed_tlo_05,Uniform,300,20%,8,97.65284921796307,3.255685291521719
fixed_tlo_05,Uniform,300,20%,9,97.70849433679349,2.922609192477173
fixed_tlo_05,Uniform,300,30%,0,96.7804682489402,3.734729929671926
fixed_tlo_05,Uniform,300,30%,1,97.82821713074222,2.9478286239581433
fixed_tlo_05,Uniform,300,30%,2,97.16457730820495,3.1584034059291235
fixed_tlo_05,Uniform,300,30%,3,96.87258714457744,3.0665204132142763
fixed_tlo_05,Uniform,300,30%,4,97.13516341464147,4.16138812275313
fixed_tlo_05,Uniform,300,30%,5,97.23585385392397,3.4595508706866833
fixed_tlo_05,Uniform,300,30%,6,97.05765571724838,2.9239613830622138
fixed_tlo_05,Uniform,300,30%,7,96.30029540005292,3.378008832159656
fixed_tlo_05,Uniform,300,30%,8,97.5460763509951,3.1617772334604255
fixed_tlo_05,Uniform,300,30%,9,97.2851843157795,3.51963125279608
fixed_tlo_05,Uniform,400,10%,0,97.57003358263577,2.4701479459430176
fixed_tlo_05,Uniform,400,10%,1,96.77422168325944,3.3462491255386877
fixed_tlo_05,Uniform,400,10%,2,96.67525523892812,3.3988496788462266
fixed_tlo_05,Uniform,400,10%,3,97.65385844624362,3.8183219565201467
fixed_tlo_05,Uniform,400,10%,4,96.79679150582054,3.6560931326710966
fixed_tlo_05,Uniform,400,10%,5,96.94603601788504,2.8224400471909696
fixed_tlo_05,Uniform,400,10%,6,96.84993639196117,3.1078898639475043
fixed_tlo_05,Uniform,400,10%,7,97.67113154278461,2.4002041397333826
fixed_tlo_05,Uniform,400,10%,8,97.1458402061097,3.1039380035279045
fixed_tlo_05,Uniform,400,10%,9,96.96029423185357,3.9207042201291746
fixed_tlo_05,Uniform,400,20%,0,97.72636385353405,2.804868031521397
fixed_tlo_05,Uniform,400,20%,1,97.5471426302024,3.0643504324309885
fixed_tlo_05,Uniform,400,20%,2,96.35853053519683,3.383124458853034
fixed_tlo_05,Uniform,400,20%,3,96.94054559416209,2.990401531157154
fixed_tlo_05,Uniform,400,20%,4,97.39929867526313,3.4345593270586
fixed_tlo_05,Uniform,400,20%,5,97.28750322775524,3.704086304175525
fixed_tlo_05,Uniform,400,20%,6,98.12603107172073,3.835166004339233
fixed_tlo_05,Uniform,400,20%,7,96.8474106489181,2.4566388153534757
fixed_tlo_05,Uniform,400,20%,8,97.74729516438535,3.7587643802165083
fixed_tlo_05,Uniform,400,20%,9,96.48553394583884,3.2372386004811493
fixed_tlo_05,Uniform,400,30%,0,97.42657817253824,2.7430663905848123
fixed_tlo_05,Uniform,400,30%,1,96.71731501035612,1.8139905100502003
fixed_tlo_05,Uniform,400,30%,2,97.34290896226527,2.8802421843567076
fixed_tlo_05,Uniform,400,30%,3,96.57134481843356,3.0676293522539657
fixed_tlo_05,Uniform,400,30%,4,96.68662094882926,3.4244137323223134
fixed_tlo_05,Uniform,400,30%,5,96.75971459625787,2.811782353578628
fixed_tlo_05,Uniform,400,30%,6,97.55413363784118,3.326025908930567
fixed_tlo_05,Uniform,400,30%,7,96.3609092830707,3.661075516483788
fixed_tlo_05,Uniform,400,30%,8,97.26068513970117,3.0992484120093375
fixed_tlo_05,Uniform,400,30%,9,96.54479959303393,4.017042961977965
fixed_tlo_10,Uniform,200,10%,0,96.32076862678308,4.245140208538634
fixed_tlo_10,Uniform,200,10%,1,96.17199390744523,4.3278812356923035
fixed_tlo_10,Uniform,200,10%,2,96.61375585344103,4.491416055461309
fixed_tlo_10,Uniform,200,10%,3,96.79800476452202,3.475991896071129
fixed_tlo_10,Uniform,200,10%,4,96.20628114970013,3.5217149419851195
fixed_tlo_10,Uniform,200,10%,5,96.27495547321267,4.430916749114976
fixed_tlo_10,Uniform,200,10%,6,96.08506015800214,4.137042509551025
fixed_tlo_10,Uniform,200,10%,7,96.23669763290894,3.338816783053614
fixed_tlo_10,Uniform,200,10%,8,96.09318946857377,3.5170593737851137
fixed_tlo_10,Uniform,200,10%,9,96.2011925800858,3.825876577157578
fixed_tlo_10,Uniform,200,20%,0,95.82040627688683,3.743964493029583
fixed_tlo_10,Uniform,200,20%,1,95.37104450812292,3.8289396009855263
fixed_tlo_10,Uniform,200,20%,2,96.99653485382039,4.024041303427442
fixed_tlo_10,Uniform,200,20%,3,96.30618169202239,4.175893729164282
fixed_tlo_10,Uniform,200,20%,4,96.56774400674266,3.7355491633708313
fixed_tlo_10,Uniform,200,20%,5,96.00184821365553,3.638947915770983
fixed_tlo_10,Uniform,200,20%,6,95.99278364910761,3.5725455099908476
fixed_tlo_10,Uniform,200,20%,7,95.46181293834195,3.5842835791208834
fixed_tlo_10,Uniform,200,20%,8,96.0674622598821,3.961969469438593
fixed_tlo_10,Uniform,200,20%,9,96.2189495988626,3.9104292614127605
fixed_tlo_10,Uniform,200,30%,0,96.28688465386774,3.48116057155921
fixed_tlo_10,Uniform,200,30%,1,96.90590721727747,3.6971153259532836
fixed_tlo_10,Uniform,200,30%,2,97.06794380009688,3.6261448700297123
fixed_tlo_10,Uniform,200,30%,3,96.50524244981969,3.972404688375641
fixed_tlo_10,Uniform,200,30%,4,96.6378072850918,3.643711544718633
fixed_tlo_10,Uniform,200,30%,5,95.59016009568643,3.9777541129229315
fixed_tlo_10,Uniform,200,30%,6,96.35200306741372,3.98431532074264
fixed_tlo_10,Uniform,200,30%,7,95.84302173717673,4.216722732858806
fixed_tlo_10,Uniform,200,30%,8,96.55613045491668,4.148344144420832
fixed_tlo_10,Uniform,200,30%,9,95.80456652439264,3.9582869381575008
fixed_tlo_10,Uniform,300,10%,0,96.1104545542885,4.740040144042102
fixed_tlo_10,Uniform,300,10%,1,96.80621620635556,4.738371913094385
fixed_tlo_10,Uniform,300,10%,2,95.81765915147913,4.047467992120901
fixed_tlo_10,Uniform,300,10%,3,96.08245046739478,3.448627566103749
fixed_tlo_10,Uniform,300,10%,4,96.26190809758954,3.640034273937902
fixed_tlo_10,Uniform,300,10%,5,96.32984986463416,4.204283992310088
fixed_tlo_10,Uniform,300,10%,6,95.47085042699138,3.9720283182078022
fixed_tlo_10,Uniform,300,10%,7,96.49560784203817,3.91794326240129
fixed_tlo_10,Uniform,300,10%,8,96.62912542524093,4.093488123901512
fixed_tlo_10,Uniform,300,10%,9,96.44186684624133,4.18217231329738
fixed_tlo_10,Uniform,300,20%,0,96.60939884403128,4.442733725738086
fixed_tlo_10,Uniform,300,20%,1,97.0209285648519,3.19582216693995
fixed_tlo_10,Uniform,300,20%,2,96.66128548332428,4.4278430788990555
fixed_tlo_10,Uniform,300,20%,3,96.10363483903691,3.9854143801108775
fixed_tlo_10,Uniform,300,20%,4,96.0585528375179,3.845753604861282
fixed_tlo_10,Uniform,300,20%,5,95.61009811372493,3.4619151818615097
fixed_tlo_10,Uniform,300,20%,6,96.00592384269088,4.1257821642339705
fixed_tlo_10,Uniform,300,20%,7,97.15171434627398,3.7875129382220853
fixed_tlo_10,Uniform,300,20%,8,96.01445156649667,4.162634622365953
fixed_tlo_10,Uniform,300,20%,9,95.80713966852355,3.3887049014235235
fixed_tlo_10,Uniform,300,30%,0,96.40983727507698,4.415080905940162
fixed_tlo_10,Uniform,300,30%,1,96.09773654185027,4.01180021966412
fixed_tlo_10,Uniform,300,30%,2,96.73971169523428,4.098869268060577
fixed_tlo_10,Uniform,300,30%,3,96.17756713474596,3.8041717330259797
fixed_tlo_10,Uniform,300,30%,4,96.00407894344113,4.34724056904729
fixed_tlo_10,Uniform,300,30%,5,95.90345023514807,3.743346336159332
fixed_tlo_10,Uniform,300,30%,6,96.11080751706557,4.125401970648483
fixed_tlo_10,Uniform,300,30%,7,95.82321283563061,4.01992647552622
fixed_tlo_10,Uniform,300,30%,8,96.62322139481685,4.0982483605174576
fixed_tlo_10,Uniform,300,30%,9,95.96820977734659,3.467563869936595
fixed_tlo_10,Uniform,400,10%,0,96.1983109661091,4.734618396740904
fixed_tlo_10,Uniform,400,10%,1,96.88733747449099,4.190323195072822
fixed_tlo_10,Uniform,400,10%,2,96.14958135718283,4.773709486214448
fixed_tlo_10,Uniform,400,10%,3,96.07231756890292,3.8264006545340212
fixed_tlo_10,Uniform,400,10%,4,95.5466463435973,3.7724040398224785
fixed_tlo_10,Uniform,400,10%,5,96.1765349539132,4.626173860654142
fixed_tlo_10,Uniform,400,10%,6,95.63307051308537,3.7898315750540696
fixed_tlo_10,Uniform,400,10%,7,96.37530229490923,3.887639054868413
fixed_tlo_10,Uniform,400,10%,8,95.91551954313887,4.116166082753947
fixed_tlo_10,Uniform,400,10%,9,96.3140388280283,4.367351168531148
fixed_tlo_10,Uniform,400,20%,0,96.42887111889033,3.558857796012986
fixed_tlo_10,Uniform,400,20%,1,96.3447301801036,3.9058181902856104
fixed_tlo_10,Uniform,400,20%,2,96.25310770363266,4.44217590450723
fixed_tlo_10,Uniform,400,20%,3,95.74761104111313,4.386847088228434
fixed_tlo_10,Uniform,400,20%,4,96.3094603987231,3.780586855523421
fixed_tlo_10,Uniform,400,20%,5,96.31186825804168,3.9736100815708126
fixed_tlo_10,Uniform,400,20%,6,95.62923388415501,4.000027975978196
fixed_tlo_10,Uniform,400,20%,7,95.63960922955624,3.6322973498824
fixed_tlo_10,Uniform,400,20%,8,96.72704293023915,4.06908582666469
fixed_tlo_10,Uniform,400,20%,9,96.59932009058913,4.231685663563207
fixed_tlo_10,Uniform,400,30%,0,96.62427479654261,4.006229784760871
fixed_tlo_10,Uniform,400,30%,1,95.18833894591646,3.936873803740484
fixed_tlo_10,Uniform,400,30%,2,95.75100552147327,3.9949629141088243
fixed_tlo_10,Uniform,400,30%,3,96.50670285973068,4.538383578356703
fixed_tlo_10,Uniform,400,30%,4,96.25719242008826,4.196242361410204
fixed_tlo_10,Uniform,400,30%,5,95.96647437215566,4.350492102558801
fixed_tlo_10,Uniform,400,30%,6,96.54382457913624,4.116700809439071
fixed_tlo_10,Uniform,400,30%,7,96.64259371691014,3.726088679251634
fixed_tlo_10,Uniform,400,30%,8,96.6768209191725,3.98074808045804
fixed_tlo_10,Uniform,400,30%,9,96.0560227744379,4.0269357026911345
fixed_tlo_20,Uniform,200,10%,0,95.76740169922165,5.489063372701415
fixed_tlo_20,Uniform,200,10%,1,95.42732170606622,4.101400502061642
fixed_tlo_20,Uniform,200,10%,2,95.88352382436554,4.298507004734895
fixed_tlo_20,Uniform,200,10%,3,95.28329853240575,4.775199151822592
fixed_tlo_20,Uniform,200,10%,4,96.00465742972898,6.33110246311189
fixed_tlo_20,Uniform,200,10%,5,94.47245668869068,4.592550161338002
fixed_tlo_20,Uniform,200,10%,6,96.1011301011601,4.902077045346102
fixed_tlo_20,Uniform,200,10%,7,94.03586484893253,5.625426476851681
fixed_tlo_20,Uniform,200,10%,8,95.8121657158514,5.607986816940954
fixed_tlo_20,Uniform,200,10%,9,95.56332540501192,5.203701709388871
fixed_tlo_20,Uniform,200,20%,0,95.147887622779,4.981025334265909
fixed_tlo_20,Uniform,200,20%,1,95.5174248766838,5.225452076682477
fixed_tlo_20,Uniform,200,20%,2,94.89175059259516,5.4332480642296845
fixed_tlo_20,Uniform,200,20%,3,95.10942073086801,4.854410514936931
fixed_tlo_20,Uniform,200,20%,4,95.42795503015662,6.252858806746627
fixed_tlo_20,Uniform,200,20%,5,95.23605048554043,4.2549510116675995
fixed_tlo_20,Uniform,200,20%,6,94.8913132600021,4.4169768634659095
fixed_tlo_20,Uniform,200,20%,7,95.66220069334257,5.10615552219012
fixed_tlo_20,Uniform,200,20%,8,96.5690006064407,4.229004133950629
fixed_tlo_20,Uniform,200,20%,9,95.67183530810708,4.6641296068469185
fixed_tlo_20,Uniform,200,30%,0,96.28224310908567,4.7909416765836825
fixed_tlo_20,Uniform,200,30%,1,94.85392624606412,5.120512967467476
fixed_tlo_20,Uniform,200,30%,2,95.51541542086692,4.399698254680706
fixed_tlo_20,Uniform,200,30%,3,95.73817452204915,4.423965576438819
fixed_tlo_20,Uniform,200,30%,4,95.93002331199146,5.400032279195898
fixed_tlo_20,Uniform,200,30%,5,95.13127302766041,5.759098006597458
fixed_tlo_20,Uniform,200,30%,6,95.26640748838665,5.163950239418651
fixed_tlo_20,Uniform,200,30%,7,96.21622800352198,5.84189382793096
fixed_tlo_20,Uniform,200,30%,8,95.34957626191942,4.861129270666519
fixed_tlo_20,Uniform,200,30%,9,96.12162132173563,4.399819135085613
fixed_tlo_20,Uniform,300,10%,0,94.80886284978281,5.250727911489426
fixed_tlo_20,Uniform,300,10%,1,96.39975712239855,4.984325061962687
fixed_tlo_20,Uniform,300,10%,2,96.6808572082418,4.46958390718698
fixed_tlo_20,Uniform,300,10%,3,95.74452415631583,3.105536175278603
fixed_tlo_20,Uniform,300,10%,4,96.3437080228832,5.285592770471875
fixed_tlo_20,Uniform,300,10%,5,95.93081248439816,5.306704931515575
fixed_tlo_20,Uniform,300,10%,6,95.04886967645513,4.913513459960543
fixed_tlo_20,Uniform,300,10%,7,95.05306494839348,5.005152186405082
fixed_tlo_20,Uniform,300,10%,8,96.96011431227942,4.125816740163209
fixed_tlo_20,Uniform,300,10%,9,94.32814192835288,4.206914793281422
fixed_tlo_20,Uniform,300,20%,0,95.10757658303788,5.530067101576718
fixed_tlo_20,Uniform,300,20%,1,95.50279313549028,5.148872729967756
fixed_tlo_20,Uniform,300,20%,2,95.69688566809103,4.745352014910967
fixed_tlo_20,Uniform,300,20%,3,95.79781003905659,5.601010214400525
fixed_tlo_20,Uniform,300,20%,4,94.7006787890885,4.804633867624842
fixed_tlo_20,Uniform,300,20%,5,96.06836934984604,4.777226275814342
fixed_tlo_20,Uniform,300,20%,6,95.63157407085752,5.206890944138473
fixed_tlo_20,Uniform,300,20%,7,95.64955875608851,5.182443412117266
fixed_tlo_20,Uniform,300,20%,8,95.15073641681772,4.6276986896051495
fixed_tlo_20,Uniform,300,20%,9,95.31960515127838,4.392746295368149
fixed_tlo_20,Uniform,300,30%,0,95.1256573213311,4.950281750515042
fixed_tlo_20,Uniform,300,30%,1,96.19570752186245,4.951067249971928
fixed_tlo_20,Uniform,300,30%,2,95.87975077987323,4.19734823556543
fixed_tlo_20,Uniform,300,30%,3,96.33739765030599,4.8707854109448805
fixed_tlo_20,Uniform,300,30%,4,96.53216843616993,4.762803526578782
fixed_tlo_20,Uniform,300,30%,5,95.55170052342564,4.861214408793143
fixed_tlo_20,Uniform,300,30%,6,94.30331073815563,4.163908911843064
fixed_tlo_20,Uniform,300,30%,7,95.44689534146515,3.805074193951289
fixed_tlo_20,Uniform,300,30%,8,94.9470323234937,6.172207503364412
fixed_tlo_20,Uniform,300,30%,9,95.67496602787969,5.696124292978738
fixed_tlo_20,Uniform,400,10%,0,94.88602904036631,5.787359169822139
fixed_tlo_20,Uniform,400,10%,1,94.78938612932151,5.707009162479652
fixed_tlo_20,Uniform,400,10%,2,95.99496670798096,4.884373513608057
fixed_tlo_20,Uniform,400,10%,3,94.83167912591665,5.904513074651208
fixed_tlo_20,Uniform,400,10%,4,95.88201999211232,5.788530457103623
fixed_tlo_20,Uniform,400,10%,5,94.6878886073635,4.8863324334223
fixed_tlo_20,Uniform,400,10%,6,94.81326948561961,4.943593607528975
fixed_tlo_20,Uniform,400,10%,7,95.49262343292597,3.7052322509252384
fixed_tlo_20,Uniform,400,10%,8,95.28761792117074,4.321302431527226
fixed_tlo_20,Uniform,400,10%,9,96.15243524964409,5.082706392487539
fixed_tlo_20,Uniform,400,20%,0,95.42928010054459,4.4946795463602305
fixed_tlo_20,Uniform,400,20%,1,95.71571387551592,5.11851452756573
fixed_tlo_20,Uniform,400,20%,2,94.73772753061068,5.130157919361935
fixed_tlo_20,Uniform,400,20%,3,95.97268401272758,5.430854721739241
fixed_tlo_20,Uniform,400,20%,4,95.7524189175671,5.401766815507708
fixed_tlo_20,Uniform,400,20%,5,96.30839675683269,5.320674043740506
fixed_tlo_20,Uniform,400,20%,6,95.30983442676828,4.261472631445444
fixed_tlo_20,Uniform,400,20%,7,95.84936300382981,5.0620761958718195
fixed_tlo_20,Uniform,400,20%,8,95.35954270982236,4.56178397382852
fixed_tlo_20,Uniform,400,20%,9,94.92656818845555,5.178826763895196
fixed_tlo_20,Uniform,400,30%,0,96.0758947546597,4.2208786903153594
fixed_tlo_20,Uniform,400,30%,1,95.83576855675373,5.28471872327386
fixed_tlo_20,Uniform,400,30%,2,95.9262701909423,4.0646747296675345
fixed_tlo_20,Uniform,400,30%,3,94.8706974669383,5.289778570278351
fixed_tlo_20,Uniform,400,30%,4,95.58561758177063,5.467540539968483
fixed_tlo_20,Uniform,400,30%,5,95.52943239786693,4.797231784627474
fixed_tlo_20,Uniform,400,30%,6,95.67326225683611,4.8106444425132
fixed_tlo_20,Uniform,400,30%,7,95.38094693014557,4.810426167605162
fixed_tlo_20,Uniform,400,30%,8,95.90607418870371,4.844067373125351
fixed_tlo_20,Uniform,400,30%,9,95.51626280362329,5.565261474170681
no_tlo,Uniform,200,10%,0,94.12794636992395,6.2186635347395605
no_tlo,Uniform,200,10%,1,93.98200926892184,5.824970757844468
no_tlo,Uniform,200,10%,2,94.04690804094638,6.093567060716193
no_tlo,Uniform,200,10%,3,95.81396593412079,6.11359784136743
no_tlo,Uniform,200,10%,4,94.0284387484926,5.119164700509535
