scale,method,seed,completion,tardy
0.5,adaptive_tlo,5,98.5171643637854,1.6281889775953071
0.5,adaptive_tlo,6,99.01096627449208,1.7656075649091223
0.5,adaptive_tlo,7,97.82560856389694,2.0086461970467058
0.5,adaptive_tlo,8,98.91539104465566,1.924651424473196
0.5,adaptive_tlo,9,98.05742244661062,1.5138837462988226
0.5,lppo,0,93.04663862386917,5.908776488252415
0.5,lppo,1,93.1236265105371,4.575365367731003
0.5,lppo,2,93.0480299772094,4.959426168498313
0.5,lppo,3,92.92928598422156,5.549903690662438
0.5,lppo,4,93.53749039398728,6.006644544791648
0.5,lppo,5,94.04403301996335,4.097024894767329
0.5,lppo,6,94.72505092147416,4.8756545579936885
0.5,lppo,7,94.11734708726964,5.090166739831909
0.5,lppo,8,93.96188163147148,5.109849598570538
0.5,lppo,9,93.18806504016703,5.475710496579248
0.5,tlo_in_critic,0,93.44917949216713,4.768840757301189
0.5,tlo_in_critic,1,94.60856406138922,3.6269111937445273
0.5,tlo_in_critic,2,95.5839521062207,5.711429419997742
0.5,tlo_in_critic,3,94.77410656866194,4.66614920107033
0.5,tlo_in_critic,4,95.48715451290612,4.187407536180092
0.5,tlo_in_critic,5,94.87889685159153,4.93721675067983
0.5,tlo_in_critic,6,94.3857245916309,5.040922798654315
0.5,tlo_in_critic,7,95.52965807200673,4.95504344470048
0.5,tlo_in_critic,8,96.29553506800757,4.242943684115664
0.5,tlo_in_critic,9,96.56520078035541,5.488666473607732
0.5,ppo_lagrangian,0,94.63460590315741,2.71407284589425
0.5,ppo_lagrangian,1,95.52865437559218,2.3338319086451875
0.5,ppo_lagrangian,2,96.670740392034,2.989932230551923
0.5,ppo_lagrangian,3,95.62827204487779,2.897204893765079
0.5,ppo_lagrangian,4,97.15083806123575,2.839163129805629
0.5,ppo_lagrangian,5,95.878470680179,4.483418735828841
0.5,ppo_lagrangian,6,96.95375320120523,3.334722416523246
0.5,ppo_lagrangian,7,95.4280919591082,4.375868698898871
0.5,ppo_lagrangian,8,96.76316871695381,3.9067704534152625
0.5,ppo_lagrangian,9,95.59673882427035,2.7619468386809096
0.5,rcpo,0,95.74803786462721,4.0043334886899675
0.5,rcpo,1,94.58352673759096,4.585428156357036
0.5,rcpo,2,97.18968009825315,4.82536625844346
0.5,rcpo,3,96.13462227778294,3.8198190844304953
0.5,rcpo,4,94.99999804776817,4.236591563088386
0.5,rcpo,5,95.18688760098254,3.786052162409205
0.5,rcpo,6,97.15028587386715,3.5808717166385535
0.5,rcpo,7,95.06809203756458,4.9392098996472065
0.5,rcpo,8,93.35237857814418,3.694631105410597
0.5,rcpo,9,95.80704234208491,3.5724648412354902
0.5,envelope_morl,0,96.68047594403596,2.3589075392593766
0.5,envelope_morl,1,96.15662243443077,2.1866560957986585
0.5,envelope_morl,2,96.76218445658846,2.7989658904397143
0.5,envelope_morl,3,96.10988838965517,3.258087926644768
0.5,envelope_morl,4,97.85716045456097,2.6550144744168
0.5,envelope_morl,5,96.1603247819813,2.765499609634053
0.5,envelope_morl,6,96.8587022963647,2.4881911471875955
0.5,envelope_morl,7,96.63141449691331,2.2780114334398442
0.5,envelope_morl,8,95.68102049689186,2.7484710351337345
0.5,envelope_morl,9,97.38654108574652,2.5265210700292697
0.5,weighted_rl,0,96.02034573651993,4.393929642494498
0.5,weighted_rl,1,95.06412991666639,5.048989880418601
0.5,weighted_rl,2,95.32644188420923,4.693843718428365
0.5,weighted_rl,3,96.51319748540156,3.3629887550143462
0.5,weighted_rl,4,95.81510156841681,3.7335700054098107
0.5,weighted_rl,5,95.13214939781504,4.534695597759762
0.5,weighted_rl,6,97.01102021314372,4.743232011901446
0.5,weighted_rl,7,96.04399643284987,3.527438532021913
0.5,weighted_rl,8,95.2695976600084,4.764845918474621
0.5,weighted_rl,9,96.17665166973828,5.930558122472817
1.0,adaptive_tlo,0,97.97308878632698,1.2152593289294673
1.0,adaptive_tlo,1,98.96852264628266,2.09907317905538
1.0,adaptive_tlo,2,98.50959130345494,0.30545691761607063
1.0,adaptive_tlo,3,98.2120657651953,1.8829403858940188
1.0,adaptive_tlo,4,98.14768450801928,2.1293111681331176
1.0,adaptive_tlo,5,98.24113817522527,1.0228908973082076
1.0,adaptive_tlo,6,98.98873675272532,2.204498882108094
1.0,adaptive_tlo,7,98.37764388274377,0.19595135244016793
1.0,adaptive_tlo,8,99.00981200080751,0.9281234166602883
1.0,adaptive_tlo,9,98.07893341434388,1.6854425975269967
1.0,lppo,0,93.39820350026069,4.677573476224936
1.0,lppo,1,93.4037297168709,5.078340927838746
1.0,lppo,2,94.0641254844472,4.590213706446306
1.0,lppo,3,94.05026975752283,4.884616717738123
1.0,lppo,4,94.07029477775066,3.6713589714482064
1.0,lppo,5,93.22334807391785,4.794068919862482
1.0,lppo,6,93.99763823614072,5.035782278113628
1.0,lppo,7,93.65008533054734,5.0827183447718145
1.0,lppo,8,93.61322648052293,4.188523752641693
1.0,lppo,9,93.98828036523788,4.4663789005823515
1.0,tlo_in_critic,0,95.85844864520354,4.171126789896666
1.0,tlo_in_critic,1,96.13913720281538,4.699605399751811
1.0,tlo_in_critic,2,96.83752706825275,3.233326210076682
1.0,tlo_in_critic,3,96.32512846199936,4.720276542782632
1.0,tlo_in_critic,4,96.64947004274633,3.997778967166223
1.0,tlo_in_critic,5,96.9107181798607,5.011624794291358
1.0,tlo_in_critic,6,95.79564904831537,5.79358487001751
1.0,tlo_in_critic,7,95.51198077244577,5.007451676951774
1.0,tlo_in_critic,8,96.38995122423317,5.445313038729744
1.0,tlo_in_critic,9,96.01118612360965,4.928409533008174
1.0,ppo_lagrangian,0,95.08309536888126,3.291695963827541
1.0,ppo_lagrangian,1,96.87738722534083,3.9024569294274563
1.0,ppo_lagrangian,2,95.3741485058155,3.2789342183275245
1.0,ppo_lagrangian,3,94.20640383436259,3.588438584616642
1.0,ppo_lagrangian,4,96.53315890119147,3.160411941472714
1.0,ppo_lagrangian,5,95.778079463189,3.9260116014669237
1.0,ppo_lagrangian,6,96.51974519642027,4.382571176627129
1.0,ppo_lagrangian,7,98.85845651122776,3.07607932810718
1.0,ppo_lagrangian,8,95.74071157083375,3.4120416019143076
1.0,ppo_lagrangian,9,96.21222935393381,2.9896229245186996
1.0,rcpo,0,96.29404237255407,3.622918237189408
1.0,rcpo,1,96.38782587986772,4.145238547507582
1.0,rcpo,2,96.54971731487548,4.221312845602683
1.0,rcpo,3,97.36621303277835,4.025398310210643
1.0,rcpo,4,97.37694555827957,4.725826033502014
1.0,rcpo,5,94.98121892925587,3.6576677837439475
1.0,rcpo,6,96.35460235694879,3.5992704406410585
1.0,rcpo,7,96.60621862209115,2.950570991300976
1.0,rcpo,8,95.92650392318592,4.231284202391974
1.0,rcpo,9,96.53518306350551,3.8706688025814677
1.0,envelope_morl,0,96.28843361380824,2.4566422356483937
1.0,envelope_morl,1,97.87193371787075,2.79238031742887
1.0,envelope_morl,2,97.30527965377757,2.1211618169647704
1.0,envelope_morl,3,97.21753761412377,2.325150366181542
1.0,envelope_morl,4,97.19625712561161,2.4400373520534915
1.0,envelope_morl,5,96.81325401911246,2.9590291462242395
1.0,envelope_morl,6,97.30759730033263,2.09821010945922
1.0,envelope_morl,7,96.56006434014874,2.3011132356910933
1.0,envelope_morl,8,97.94844180055172,2.329215924962466
1.0,envelope_morl,9,96.6111172833963,2.011387160453988
1.0,weighted_rl,0,95.85551068770367,3.583315255460942
1.0,weighted_rl,1,96.50101095428664,4.477510558142817
1.0,weighted_rl,2,96.14938357201166,4.5245927398983925
1.0,weighted_rl,3,95.80064275950647,4.035307108189002
1.0,weighted_rl,4,96.24822457035391,3.6146772902592934
1.0,weighted_rl,5,96.63184951371056,5.438101312543694
1.0,weighted_rl,6,96.38932158378778,4.998209076841766
1.0,weighted_rl,7,95.21949546316364,5.656400030257056
1.0,weighted_rl,8,96.25103324386174,4.919518806243461
1.0,weighted_rl,9,96.88929113099634,4.094606375918014
2.0,adaptive_tlo,0,97.92404415220183,1.607907849363572
2.0,adaptive_tlo,1,98.55771775818886,1.209095761432376
2.0,adaptive_tlo,2,99.75471537094792,1.7178460512093847
2.0,adaptive_tlo,3,99.06893466291201,0.657313042494478
2.0,adaptive_tlo,4,99.12504271556514,0.835573738722059
2.0,adaptive_tlo,5,98.64881007990276,2.026525284124995
2.0,adaptive_tlo,6,97.58727614387386,0.9786760499406353
2.0,adaptive_tlo,7,98.07325768109102,1.712211578035491
2.0,adaptive_tlo,8,98.60146111406954,0.8427877584923096
2.0,adaptive_tlo,9,98.12277470477405,1.4476095794014703
2.0,lppo,0,93.81202331763515,3.3364893609151123
2.0,lppo,1,93.63146180902191,4.594076574881417
2.0,lppo,2,92.63580139818346,4.493467928571124
2.0,lppo,3,93.6690819880228,5.030927364749489
2.0,lppo,4,94.26920932897312,4.2083765751698605
2.0,lppo,5,93.87578391921825,5.01857316221934
2.0,lppo,6,94.24788826444939,4.54149733527469
2.0,lppo,7,93.19261863777317,4.296698077475514
2.0,lppo,8,93.15938545503771,4.399589550363041
2.0,lppo,9,93.92531097435543,3.758629960214986
2.0,tlo_in_critic,0,95.32508500457469,5.773214219747149
2.0,tlo_in_critic,1,96.18534467123945,5.130938484757007
2.0,tlo_in_critic,2,95.70306955053213,4.064529402088587
2.0,tlo_in_critic,3,94.80901888702297,5.255279795845559
2.0,tlo_in_critic,4,95.09359166166526,4.165479317265705
2.0,tlo_in_critic,5,94.80222215630428,5.540398199674155
2.0,tlo_in_critic,6,95.96910369403763,4.923958263049513
2.0,tlo_in_critic,7,94.34860740142771,5.695825736091116
2.0,tlo_in_critic,8,96.19393780072869,5.412490261196762
2.0,tlo_in_critic,9,94.92761147306967,6.348417080653821
2.0,ppo_lagrangian,0,95.95582664676999,3.1698301541160783
2.0,ppo_lagrangian,1,96.12482781503073,2.767153374332371
2.0,ppo_lagrangian,2,95.81278747627336,3.6504533727061346
2.0,ppo_lagrangian,3,95.11485285767796,1.981415419452687
2.0,ppo_lagrangian,4,95.43603008479954,2.72720421012911
2.0,ppo_lagrangian,5,96.09644060672385,4.317084177801983
2.0,ppo_lagrangian,6,95.6950998207501,2.843165519947111
2.0,ppo_lagrangian,7,98.92990409035646,4.414597267257413
2.0,ppo_lagrangian,8,95.5422448404604,2.9755224836814924
2.0,ppo_lagrangian,9,97.10543053033417,4.510926667143693
2.0,rcpo,0,97.31741610115748,5.098563770598044
2.0,rcpo,1,96.59431269675643,3.20550044951622
2.0,rcpo,2,93.73356787291397,4.5361072608936865
2.0,rcpo,3,95.23118886809384,3.2542273506918566
2.0,rcpo,4,95.22955415582359,3.44804765116253
2.0,rcpo,5,96.00078389117394,4.256642462213278
2.0,rcpo,6,94.98037574124916,3.85258493291556
2.0,rcpo,7,95.57889269526484,5.098958953840935
2.0,rcpo,8,96.10672405569659,4.019341421539427
2.0,rcpo,9,95.57704082768039,4.785360162586581
2.0,envelope_morl,0,96.00081622082112,2.651938438153594
2.0,envelope_morl,1,97.10912111684924,3.780091758337498
2.0,envelope_morl,2,95.54880838429106,2.9224239509484704
2.0,envelope_morl,3,95.52719596446317,2.9629904449557563
2.0,envelope_morl,4,96.64140220431638,1.991271321826684
2.0,envelope_morl,5,95.78314968644271,2.5286470162436236
2.0,envelope_morl,6,94.64924294771154,3.783655427248245
2.0,envelope_morl,7,95.90402806072106,2.4338793571162123
2.0,envelope_morl,8,95.89388021521893,3.42598549053723
2.0,envelope_morl,9,95.40573611434901,2.4930233422606736
2.0,weighted_rl,0,94.83877302033231,5.380259605694663
2.0,weighted_rl,1,94.6525009624294,5.1562727801124995
2.0,weighted_rl,2,96.0721027733664,5.290436697588688
2.0,weighted_rl,3,95.39706314902098,5.620959993723363
2.0,weighted_rl,4,96.2238106109711,5.810999225175762
2.0,weighted_rl,5,94.53630903086757,3.3630802097176993
2.0,weighted_rl,6,94.18827902440627,5.434398896579118
2.0,weighted_rl,7,95.45085000786413,4.371482384489858
2.0,weighted_rl,8,95.54180256723117,5.727824922699661
2.0,weighted_rl,9,96.16668310713176,5.358881062074417
5.0,adaptive_tlo,0,98.67103735051583,1.1858418807246596
5.0,adaptive_tlo,1,96.9797995502473,1.3433415653423697
5.0,adaptive_tlo,2,96.99893634877509,1.6968878192131935
5.0,adaptive_tlo,3,98.21255414203738,0.895686988195249
5.0,adaptive_tlo,4,96.90192723318302,1.0037987579299539
5.0,adaptive_tlo,5,95.90073483075635,1.0520953666329338
5.0,adaptive_tlo,6,98.75653575492444,1.9290711379927863
5.0,adaptive_tlo,7,98.19298616955226,2.217117809446238
5.0,adaptive_tlo,8,97.4067797579786,1.169851372322085
5.0,adaptive_tlo,9,98.77146462407411,1.587436054977003
5.0,lppo,0,93.45874815839734,5.020956155478691
5.0,lppo,1,92.89593608430667,6.514350172618808
5.0,lppo,2,92.94952417552223,5.257448964591923
5.0,lppo,3,92.89047955387653,4.834284586528255
5.0,lppo,4,92.94904296267823,4.655458320686489
5.0,lppo,5,93.33215282861626,4.258945079387344
5.0,lppo,6,93.14274102871255,5.033418850444969
5.0,lppo,7,92.32259454406967,4.2785012544340075
5.0,lppo,8,92.48764076697216,4.416129191242826
5.0,lppo,9,92.08119208248308,4.568396556726412
5.0,tlo_in_critic,0,94.85443468297429,6.335389190695922
5.0,tlo_in_critic,1,94.39614147358289,4.850924397716485
5.0,tlo_in_critic,2,93.03249225254422,5.490931277868883
5.0,tlo_in_critic,3,93.6944094665475,5.5190054647374485
5.0,tlo_in_critic,4,93.68701781000034,5.025852416196158
5.0,tlo_in_critic,5,93.92244919478527,3.835819115588945
5.0,tlo_in_critic,6,92.28736474204075,5.963511303947671
5.0,tlo_in_critic,7,92.62955287026335,5.435967445075292
5.0,tlo_in_critic,8,94.66677861664222,6.044532447022965
5.0,tlo_in_critic,9,94.47382555578879,5.159558117759138
5.0,ppo_lagrangian,0,94.86260934775486,2.6853240882080067
5.0,ppo_lagrangian,1,94.4719788758237,5.04220988400815
5.0,ppo_lagrangian,2,93.63408178053153,5.630457600486781
5.0,ppo_lagrangian,3,96.04695612184311,5.3563584932907125
5.0,ppo_lagrangian,4,94.75072617296753,3.6063606067086638
5.0,ppo_lagrangian,5,95.60172466520386,6.238463692507109
5.0,ppo_lagrangian,6,93.58840219336238,5.233800032485507
5.0,ppo_lagrangian,7,94.91379626454324,4.518075363678766
5.0,ppo_lagrangian,8,94.65477705577722,4.896311223627419
5.0,ppo_lagrangian,9,93.6509845109449,4.285682754248502
5.0,rcpo,0,92.93838655569336,5.112714740173512
5.0,rcpo,1,92.70566656724226,5.226819360900658
5.0,rcpo,2,93.2045960242827,4.130852176717122
5.0,rcpo,3,93.71636486521432,5.87947131416355
5.0,rcpo,4,94.5701275456763,4.12470169621437
5.0,rcpo,5,94.92249048260713,3.473220974828497
5.0,rcpo,6,95.08402848443691,5.33362357451625
5.0,rcpo,7,93.21936959384374,4.791729007789142
5.0,rcpo,8,94.2932929205062,5.1127171883217075
5.0,rcpo,9,93.85360088034633,5.4333943460402185
5.0,envelope_morl,0,94.87439527873921,4.186452891245049
5.0,envelope_morl,1,93.66214313082732,3.7796314515161606
5.0,envelope_morl,2,94.55649182605364,3.747425698565377
5.0,envelope_morl,3,93.64993883289848,4.728754967749718
5.0,envelope_morl,4,95.4311456727219,2.6617922336240776
5.0,envelope_morl,5,94.26288510412638,3.4017691188047934
5.0,envelope_morl,6,94.61451300897976,2.764116457902899
5.0,envelope_morl,7,94.40304624049823,4.140253033939953
5.0,envelope_morl,8,94.64529587334346,4.968135550593095
5.0,envelope_morl,9,94.41066567325778,3.4285073849116676
5.0,weighted_rl,0,92.89619268825143,7.960889047518275
5.0,weighted_rl,1,94.77266535281838,6.014415186220956
5.0,weighted_rl,2,93.40053033905097,5.431718026213797
5.0,weighted_rl,3,94.22926493958776,5.970855910214027
5.0,weighted_rl,4,93.38224843010389,6.73937416510363
5.0,weighted_rl,5,94.09581082167857,6.016263488753173
5.0,weighted_rl,6,93.86661715871999,7.3001920535330935
5.0,weighted_rl,7,93.38985882494319,4.9015073249254515
5.0,weighted_rl,8,93.5085438612211,5.6103420759893154
5.0,weighted_rl,9,94.52646374052212,5.914272968223688
10.0,adaptive_tlo,0,97.70564907701713,2.64474931624629
10.0,adaptive_tlo,1,97.75900855583748,1.7065827460189427
10.0,adaptive_tlo,2,97.94285609904502,1.5681036874091423
10.0,adaptive_tlo,3,96.86857677121617,1.8783960773935633
10.0,adaptive_tlo,4,98.0886693459332,3.0760732725984736
10.0,adaptive_tlo,5,98.1643622923419,1.4041625040088568
10.0,adaptive_tlo,6,98.11439962290213,2.1357369673808755
10.0,adaptive_tlo,7,96.52524211725668,1.8547458029178532
10.0,adaptive_tlo,8,97.5337717051651,1.7564943344297905
10.0,adaptive_tlo,9,97.8115403459009,2.6096562916621853
10.0,lppo,0,93.42917138228744,5.335091727345363
10.0,lppo,1,92.44762725174762,4.806247348960401
10.0,lppo,2,92.44273261883363,4.867430940945722
10.0,lppo,3,92.91063476173517,6.450985748827429
10.0,lppo,4,91.92740962221093,5.770652782757227
10.0,lppo,5,92.24395585211052,5.754713251755002
10.0,lppo,6,92.26972474837086,4.318648989423907
10.0,lppo,7,92.81214664099805,5.808338129855763
10.0,lppo,8,92.63599093032245,4.927019246457505
10.0,lppo,9,92.1641402084353,3.282853877916803
10.0,tlo_in_critic,0,94.25225283050796,7.677104013824346
10.0,tlo_in_critic,1,93.89665901707251,5.89199716047939
10.0,tlo_in_critic,2,92.31162018067087,5.755103965504226
10.0,tlo_in_critic,3,91.73318880552775,4.606295662029693
10.0,tlo_in_critic,4,91.80963213818819,5.743805322606098
10.0,tlo_in_critic,5,93.63795590991572,7.509139829868865
10.0,tlo_in_critic,6,93.81212244981698,6.200817635139907
10.0,tlo_in_critic,7,92.31293559095732,7.800405370746903
10.0,tlo_in_critic,8,91.99715950821854,6.157082660071767
10.0,tlo_in_critic,9,91.71317239137556,8.111314406492763
10.0,ppo_lagrangian,0,94.44300615068666,6.05502097534167
10.0,ppo_lagrangian,1,91.90776074065063,5.753039687295452
10.0,ppo_lagrangian,2,91.4407517515748,4.852463689659172
10.0,ppo_lagrangian,3,93.25325489457377,5.507637122738716
10.0,ppo_lagrangian,4,92.19753947461848,4.365985810570384
10.0,ppo_lagrangian,5,93.8538348223795,6.499622769130035
10.0,ppo_lagrangian,6,93.91184527769872,5.563608671595951
10.0,ppo_lagrangian,7,92.02330855158387,5.082849550218656
10.0,ppo_lagrangian,8,94.79146739960836,3.3479836825911455
10.0,ppo_lagrangian,9,92.56127297620714,7.6815677041702335
10.0,rcpo,0,92.70589377119965,7.565382312416043
10.0,rcpo,1,93.24824805822163,5.873420449106225
10.0,rcpo,2,93.94210509016327,6.919896225194896
10.0,rcpo,3,92.75102984987406,7.198754344081873
10.0,rcpo,4,90.70854309445298,4.553964327562976
10.0,rcpo,5,92.02375333488246,6.647980257136378
10.0,rcpo,6,90.64273141980888,6.447759868694795
10.0,rcpo,7,91.56077222019302,6.549546884902761
10.0,rcpo,8,93.04822280203145,4.600162253266134
10.0,rcpo,9,91.0384893924956,4.437230908959172
10.0,envelope_morl,0,94.27464302129398,4.854843483810944
10.0,envelope_morl,1,92.91277164896921,4.761291427200724
10.0,envelope_morl,2,94.27168953544712,4.144734502314384
10.0,envelope_morl,3,94.6329066798682,3.9500583171211066
10.0,envelope_morl,4,92.42897149243797,3.8349269095224576
10.0,envelope_morl,5,94.89049985090695,4.461499864142503
10.0,envelope_morl,6,93.88726882430424,3.988336147746332
10.0,envelope_morl,7,93.17363815287995,4.726792512463247
10.0,envelope_morl,8,94.24607626977718,4.3511852610555035
10.0,envelope_morl,9,93.4990456947206,4.009098809792923
10.0,weighted_rl,0,93.13678601749969,7.426596478291312
10.0,weighted_rl,1,93.82476127798057,6.728281236966214
10.0,weighted_rl,2,92.5901475848729,5.1535195201599535
10.0,weighted_rl,3,94.6281371517861,6.755054565114225
10.0,weighted_rl,4,93.98357670135711,8.368499561576689
10.0,weighted_rl,5,91.3509131822211,5.0042283163591454
10.0,weighted_rl,6,91.28452052435011,5.690974322935211
10.0,weighted_rl,7,92.91124870939792,5.266187629028896
10.0,weighted_rl,8,93.18430677976792,4.258314521477685
10.0,weighted_rl,9,92.63809212675584,4.911424925798804
